Document Title;Authors;Author Affiliations;Publication Title;Date Added To Xplore;Publication Year;Volume;Issue;Start Page;End Page;Abstract;ISSN;ISBNs;DOI;Funding Information;PDF Link;Author Keywords;IEEE Terms;Mesh_Terms;Article Citation Count;Patent Citation Count;Reference Count;License;Online Date;Issue Date;Meeting Date;Publisher;Document Identifier
Video Normalization in Identifying Fake Videos Using a Long Short-Term Memory Model;"K. Thakkar; D. Lo";"Wheeler High School, Marietta, Georgia; Computer Science, Kennesaw State University, Marietta, Georgia";SoutheastCon 2023;8 May 2023;2023;;;266;270;As the misinformation crisis continues, it creates a generation more politically divided than ever before. One of the most concerning types of misinformation are Deepfake videos, which use Generative Adversarial Networks to replace an existing video with another person’s face. Deepfake videos can interfere with diplomatic relations, reduce trust in journalism, and can tamper with court video evidence, which is why it is imperative to detect these videos accurately. Long Short-Term Memory models (LSTMs) are a type of Recurrent Neural Network, meaning that they are able to remember sequential information, which is helpful for processing the frames of a video. LSTMs are special in that they can account for lags between frames of a video, which makes them perfect for Deepfake video detection. One of the potential ways to increase the accuracy of a neural network is normalization, which ensures the input data are on the same scale, so the machine has to process a lower range of data. Because the effect of normalization varies for each dataset, in this study, image normalization was used- each pixel of the frames of Deepfake videos were converted to an RGB value of 0 to 255 to see if this can increase the accuracy of the LSTM model for Deepfake detection. First, a baseline LSTM model was created for Deepfake detection with the Pytorch library, and a classification accuracy of 88.191% was achieved. After that, the first ten frames of the Deepfake videos in the dataset were passed through an image normalization algorithm. This yielded an accuracy of 94.274%, illustrating that the addition of a video normalization algorithm to Deepfake videos increased the accuracy of the Deepfake detection LSTM model by 6.083%. This is a substantial improvement, and the study showed that video normalization can be very beneficial for Deepfake video detection.;1558-058X;978-1-6654-7611-9;10.1109/SoutheastCon51012.2023.10115139;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115139;"Deepfake Detection;Long Short-term Memory (LSTM);Video Normalization";"Deepfakes;Recurrent neural networks;Journalism;Generative adversarial networks;Libraries;Classification algorithms;Long short term memory";;4;;18;IEEE;8 May 2023;1-16 April 2023;1-16 April 2023;IEEE;IEEE Conferences
AI-Powered Real-Time Misinformation Detection a Deep Learning Framework for Combating Fake News and Deepfakes;"D. N. Rao; K. Mouneshwari; P. R. Kiran; Y. J. N. Kumar; A. Soy; T. Srihari";"Department of CSE, CMR Technical Campus, Hyderabad, Telangana, India; Department of Computer Science and Engineering, CMR Institute of Technology, Hyderabad; Department of ECE, CMR College of Engineering & Technology, CMR College of Engineering & Technology, Hyderabad; Department of Information Technology, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, Telangana, India; Department of CS & IT, Kalinga University, Raipur, India; Department of Electrical and Electronics Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamilnadu, India";2025 International Conference on Metaverse and Current Trends in Computing (ICMCTC);17 Oct 2025;2025;;;1;4;The existing detection methods mostly rely on either text-based fact-checking or image/video processing but the performance in many cases was not in real-time and multimodal. The invention of this paper is Hybrid Multimodal Verification System (HMVS), an AI technology, that leverages Natural language processing (NLP), Computer vision, and blockchain technology to improve misinformation detection. For example, on the text analysis side, the framework uses transformer-based models, on the deepfake detection side, they use GAN fingerprinting and optical flow inconsistencies, and on the integrity side, a blockchain-powered, decentralized credibility ledger necessarily has to be there. An adaptive real-time fact-checking AI also creates and trains real-time detection models dynamically using reinforcement learning. One develops a novel truth ranking algorithm based on a credibility score for news sources based on past accuracy and propagation pathways. The system includes a user alert module with real-time misinformation warnings through browser extensions and mobile applications. It is empirically shown that HMVS significantly achieves in terms of accuracy, efficiency, and adversarial attack robustness over other methods. Thus, a scalable and transparent solution to curtail fake news and deepfakes can be provided through integration with deep learning over decentralized verification mechanisms. The study will be further extended to explore the designing of explainability and the method of reducing biases in the misinformation detection model.;;979-8-3315-3821-7;10.1109/ICMCTC62214.2025.11196119;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11196119;"Misinformation Detection;Deepfake Detection;AI;Blockchain;Fake News;Multimodal Verification;Explainable AI";"Deep learning;Deepfakes;Adaptation models;Accuracy;Explainable AI;Transformers;Real-time systems;Natural language processing;Browsers;Blockchains";;;;16;IEEE;17 Oct 2025;10-11 April 2025;10-11 April 2025;IEEE;IEEE Conferences
Enhanced Deepfake Detection with LSTM and ResNeXt Integration;"H. Singh; R. Kumar; M. Gupta; N. Y. Joshi";"Department of CSE, Chandigarh University, Mohali, India; Department of CSE, Chandigarh University, Mohali, India; Department of CSE, Chandigarh University, Mohali, India; Fiserv, Atlanta, Georgia, USA";2025 3rd International Conference on Disruptive Technologies (ICDT);13 May 2025;2025;;;783;787;Created from advanced artificial intelligence (AI), Deepfakes are privacy, security, and trust shattering to digital media needs. In this work, we propose a novel deepfake detection model based on ResNext followed by Long Short Term Memory (LSTM) networks to achieve extraction of spatial features and temporal sequence analysis, respectively. Our approach combines the strengths of the two architectures and minimizes the investment in model size by retaining only a small portion of that which is accurate. On the Celeb-DF (v2) dataset, our model reached a detection accuracy of 93.59%, beating baseline methods. The demonstrated robustness and reliability of the proposed method make it a promising method to fight deepfakes in real world situations.;;979-8-3315-1958-2;10.1109/ICDT63985.2025.10986702;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986702;"Deepfake Detection;Convolutional Neural Network (CNN);Digital Deception;Image Manipulation;Artificial Intelligence (AI);Machine Learning;Multimedia Forensics;Video Analysis;Face Recognition;Image Authentication";"Deepfakes;Analytical models;Adaptation models;Accuracy;Computational modeling;Computer architecture;Feature extraction;Transformers;Convolutional neural networks;Long short term memory";;;;28;IEEE;13 May 2025;7-8 March 2025;7-8 March 2025;IEEE;IEEE Conferences
Audio Deepfake Detection: End-to-End training with powerful pretrained ASR;"K. H. Mansoor; M. Alam";"Fast School of Computing, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Fast School of Computing, National University of Computer and Emerging Sciences, Islamabad, Pakistan";2024 26th International Multi-Topic Conference (INMIC);16 May 2025;2024;;;1;6;The advancements in audio deepfake generation raise significant concerns about its potential misuse, with implications ranging from personal reputation damage to global repercussions. While efforts are being made to mitigate this threat, the results so far are not particularly impressive. Many proposed solutions falter when tested on datasets that differ substantially from the ones on which they were trained. In our approach, we utilize Meta's MMS-300m pretrained ASR model as a feature extractor and train it end-to-end (E2E) alongside various classifiers (ResNet-18, MesoNet, AASIST, MLP, and SLP). We train on a small subset of the widely recognized ASVSpoof2021 DF dataset and conduct cross-dataset evaluations on the In-The-Wild (ITW) dataset, a standard benchmark. The E2E training of the robust ASR model yields a significant improvement, with all our models surpassing the current state of the art. Our best-performing model achieves an Equal Error Rate (EER) of 0.0342%, representing an impressive 55.48% improvement.;2835-8864;979-8-3315-0721-3;10.1109/INMIC64792.2024.11004412;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11004412;"audio deepfake detection;end-to-end;pretrained ASR;Meta MMS-300m";"Training;Deepfakes;Error analysis;Benchmark testing;Feature extraction;Data models;Distance measurement;Standards";;;;39;IEEE;16 May 2025;30-31 Dec. 2024;30-31 Dec. 2024;IEEE;IEEE Conferences
Flexible Multi-Modality Deepfake Identification with Dynamic Learning and Cross-Modality Inconsistency;"E. J. J; K. K. P; M. S. M; R. J";"Department of Information Technology, Velammal College of Engineering & Technology, Madurai, India; Department of Information Technology, Velammal College of Engineering & Technology, Madurai, India; Department of Information Technology, Velammal College of Engineering & Technology, Madurai, India; Department of Information Technology, Velammal College of Engineering & Technology, Madurai, India";2025 3rd International Conference on Advancements in Electrical, Electronics, Communication, Computing and Automation (ICAECA);2 Jun 2025;2025;;;1;6;Rapid advances in generative models, that produce hyper-realistic modifications of photos and videos, have contributed to deepfake detection more difficult. Current detection approaches are very costly, making real-time detection difficult, and they often suffer with generalization, particularly when faced with unknown deepfake techniques. An Adaptive Multi-Modality Framework is proposed, presenting a unique set of methods for reliable and effective deepfake detection in order to overcome these drawbacks. The framework incorporates Self-Supervised Patch-Based Learning for smooth detection of localized manipulations, Dynamic Discriminator Learning (DDL) in adaptively evolve against new deepfake generation techniques, and Cross-Modality Inconsistency Scoring (CMIS) to detect anomalies across spatial, temporal, and audio-visual domains. The Inconsistency Score (IS), a novel metric that measures the probability of modified material, unifies these elements. This method allows for real-time application, improves detection accuracy, and guarantees flexibility in response to new threats. The investigations reveal that the proposed method has the potential to transform fake identification techniques by surpassing state-of-the-art techniques.;;979-8-3315-2543-9;10.1109/ICAECA63854.2025.11012276;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11012276;"Cross-Modality Inconsistency Scoring;Adaptive Deepfake Detection;Dynamic Discriminator Learning";"Training;Deepfakes;Accuracy;Transforms;Self-supervised learning;Real-time systems;Telecommunication computing;Security;Reliability;Standards";;;;15;IEEE;2 Jun 2025;4-5 April 2025;4-5 April 2025;IEEE;IEEE Conferences
Deep Learning Based Deepfake Video Detection System;"A. K. Jha; A. K. Yadav; A. K. Dubey; A. Kumar; A. Sharma";"CSE Department, Greater Noida Institute of Technology, Greater Noida, Uttar Pradesh, India; CSE Department, Greater Noida Institute of Technology, Greater Noida, Uttar Pradesh, India; CSE Department, Greater Noida Institute of Technology, Greater Noida, Uttar Pradesh, India; CSE Department, Greater Noida Institute of Technology, Greater Noida, Uttar Pradesh, India; CSE Department, Greater Noida Institute of Technology, Greater Noida, Uttar Pradesh, India";2025 3rd International Conference on Disruptive Technologies (ICDT);13 May 2025;2025;;;408;412;Deepfake technology involves the tampering or creation of synthetic media, the technology can be highly effective in undermining trust in digital content because it exploits developments in machine learning. A new algorithm is proposed with a hybrid deepfake detection framework that integrates CNNs and RNNs with the functionalities of spatial and temporal inconsistency detection. The proposed method, using FaceForensics++ and the Deepfake Detection Challenge (DFDC), comes with a detection accuracy of 92.5%. The study addresses challenges including bias in the dataset and computational efficiency as well as model generalization. The study contributes to applications in security, content verification, and real-time monitoring on social platforms.;;979-8-3315-1958-2;10.1109/ICDT63985.2025.10986738;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986738;"Deepfake Detection;Deep Learning;Convolutional Neural Networks (CNNs);Hybrid Models;FaceForensics++;Deepfake Detection Challenge (DFDC);Generative Adversarial Networks (GANs);Real-Time Detection;Dataset Bias;Ethical AI;Feature Extraction;Generalization;Recurrent Neural Networks (RNNs)";"Deep learning;Deepfakes;Accuracy;Computational modeling;Streaming media;Feature extraction;Real-time systems;Hybrid power systems;Computational efficiency;Convolutional neural networks";;;;23;IEEE;13 May 2025;7-8 March 2025;7-8 March 2025;IEEE;IEEE Conferences
Review: DeepFake Detection Techniques using Deep Neural Networks (DNN);"H. Chotaliya; M. A. Khatri; S. Kanojiya; M. Bivalkar";"Department of Computer Engineering, K J Somaiya Institute of Technology, Mumbai, Mumbai, India; Department of Computer Engineering, K J Somaiya Institute of Technology, Mumbai, Mumbai, India; Department of Computer Engineering, K J Somaiya Institute of Technology, Mumbai, Mumbai, India; Department of Computer Engineering, K J Somaiya Institute of Technology, Mumbai, Mumbai, India";2023 6th International Conference on Advances in Science and Technology (ICAST);4 Mar 2024;2023;;;480;484;In the age of advanced digital manipulation, deepfake videos pose a significant threat to society by allowing the creation of highly convincing counterfeit footage. The application of deep learning has proven instrumental in tackling an extensive array of practical issues and real-world applications. However, alongside its substantial benefits, there exist certain disadvantages. Deepfake videos involve the substitution of one person's characteristics with those of another, achieved through the application of advanced Deep Learning techniques. This technology can be exploited with harmful intentions, leading to the dissemination of misinformation, manipulation, and persuasive content. This paper explores multiple deep learning techniques designed for detecting deep fake images and videos. It conducts a comparative analysis of these techniques, including CNN models like ResNet, VGG16, and Efficient Net, along with RNN models like LSTM, to assess their effectiveness in deepfake video detection.;;979-8-3503-5981-7;10.1109/ICAST59062.2023.10454938;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10454938;"DeepFake detection;CNN;GAN;RNN;LSTM";"Deep learning;Training;Deepfakes;Analytical models;Reviews;Motion pictures;Long short term memory";;6;;13;IEEE;4 Mar 2024;8-9 Dec. 2023;8-9 Dec. 2023;IEEE;IEEE Conferences
A Deepfake detection technique using Recurrent Neural Network and EfficientNet;"S. P. Koritala; M. Chimata; S. N. Polavarapu; B. S. Vangapandu; T. K. Gogineni; V. M. Manikandan";"Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India";2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT);4 Nov 2024;2024;;;1;6;A deepfake is a computer-generated image or video that appears to be real but is a fabricated representation created to make an individual appear to be saying or doing something that did not occur. Deepfakes generate misleading or deceptive information by manipulating and superimposing faces onto pre-existing footage using artificial intelligence. This paper introduces a novel approach for deepfake detection through a combination of EfficientNet and Recurrent Neural Networks (RNNs). This method enhances detection efficiency by leveraging the hierarchical features acquired by EfficientNet and employing RNNs, specifically Long Short-Term Memory (LSTM) networks, to capture temporal dependencies. Application of this approach to the Celeb-DF dataset resulted in an accuracy of $\mathbf{9 9. 9 8 \%}$.;2473-7674;979-8-3503-7024-9;10.1109/ICCCNT61001.2024.10723875;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10723875;"EfficientNet;Recurrent Neural Network(RNN);LSTM;Deepfake detection";"Deepfakes;Accuracy;Recurrent neural networks;Scalability;Feature extraction;Real-time systems;Artificial intelligence;Long short term memory;Faces";;4;;20;IEEE;4 Nov 2024;24-28 June 2024;24-28 June 2024;IEEE;IEEE Conferences
Detecting Deepfake Videos using Face Recognition and Neural Networks;"M. A. Murugan; T. Mathu; S. J. Priya";"Computer Science and Engineering, Karunya Institute of Technology and Sciences, Coimbatore, India; Data Science and Cyber Security, Karunya Institute of Technology and Sciences, Coimbatore, India; Computer Science and Engineering, Karunya Institute of Technology and Sciences, Coimbatore, India";2024 International Conference on Cognitive Robotics and Intelligent Systems (ICC - ROBINS);21 May 2024;2024;;;289;293;Deepfake videos created using advanced artificial intelligence techniques, pose a significant threat to digital media credibility. This project introduces a holistic strategy for identifying these videos, incorporating face recognition, feature extraction, and an innovative deep-learning model. The methodology involves pre-processing video data, extracting facial features using the face recognition library, and training a neural network model on processed face-only videos. The project filters videos based on frame count, extracts face, and creates a curated dataset for the detection model. Face-only videos are loaded and pre-processed to train a custom neural network model, which combines a pre-trained ResNext CNN with an LSTM layer for temporal feature extraction. The model is trained using Adam optimization with a cross-entropy loss function, and after completion, it has an accuracy of 95% and is capable of differentiate between fake and real videos using a confidence score.;;979-8-3503-7274-8;10.1109/ICC-ROBINS60238.2024.10534025;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10534025;"Deepfake video detection;celeb-df;face-recognition;LSTM;ResneXt";"Training;Deepfakes;Recurrent neural networks;Face recognition;Media;Feature extraction;Real-time systems";;2;;14;IEEE;21 May 2024;17-19 April 2024;17-19 April 2024;IEEE;IEEE Conferences
Deep Fake Detection using Adversarial Ensemble Techniques;"B. V. Chowdary; M. Prabhakar; M. Akhil; K. Pavan; B. P. T. Reddy";"Dept of IT, Vignan Institute of Technology and Science (A), Hyderabad; Dept of IT, Vignan Institute of Technology and Science (A), Hyderabad; Dept of IT, Vignan Institute of Technology and Science (A), Hyderabad; Dept of IT, Vignan Institute of Technology and Science (A), Hyderabad; Dept of IT, Vignan Institute of Technology and Science (A), Hyderabad";2024 8th International Conference on Inventive Systems and Control (ICISC);19 Sep 2024;2024;;;201;204;The rise of deepfake technology has resulted in unprecedented challenges in the field of digital media verification, posing significant threats to personal security, misinformation, and trust in digital content. In response to this pressing issue, this study presents an advanced deepfake detection system using deep learning approach. Specifically, the proposed system integrates ResNeXt and Long Short-Term Memory (LSTM) architectures to accurately identify the manipulated content. By leveraging the spatial-temporal features captured by these combined architectures, the proposed system aims to enhance the detection rate of deepfakes across various media formats. The proposed approach offers a robust solution to counteract the evolving sophistication of deepfake technology, thereby enhancing the integrity and authenticity of digital media content.;;979-8-3503-8657-8;10.1109/ICISC62624.2024.00041;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677707;"Deepfake Detection;Deep Learning;ResNeXt;LSTM;Digital Media Verification";"Deep learning;Training;Deepfakes;Accuracy;Memory architecture;Pressing;Feature extraction";;1;;14;IEEE;19 Sep 2024;29-30 July 2024;29-30 July 2024;IEEE;IEEE Conferences
Deepfake Detection: Demodulate Synthetic Videos Using Deep Learning Models;"P. Hirpara; H. Valangar; V. Kachhadiya; U. Chauhan";"Department of Computer Engineering, Vishwakarma Government Engineering College, Gujarat, India; Department of Computer Engineering, Vishwakarma Government Engineering College, Gujarat, India; Department of Computer Engineering, Vishwakarma Government Engineering College, Gujarat, India; Department of Computer Engineering, Vishwakarma Government Engineering College, Gujarat, India";2025 12th International Conference on Computing for Sustainable Global Development (INDIACom);21 Aug 2025;2025;;;1;6;A deepfake detection system that uses machine learning (ML) and deep learning (DL) models to detect manipulated videos and images is presented in the study. Being aware of such synthetic content is crucial considering the emergence of deepfake technology, which might alter photos, videos, and audio for malevolent objectives including fraud, extortion, and disinformation. Deepfake technology has been applied to solve various real-time problems but is also exploited for unethical and illegal purposes. As a result, developing research and detection models is crucial to prevent its misuse. We proposed a CNN-LSTM hybrid model for analysis of cropped images to improve the performance of fake video detection. The suggested method focuses on identifying fake videos using the Celeb-DF dataset, which consists of 1203 videos (795 fake, 408 real). Moreover, the benefits and drawbacks of the various deepfake detection techniques are examined. The paper indicates potential improvements in model accuracy through more datasets and improved architectures, and it emphasizes the significance of sophisticated detection techniques to mitigate the negative consequences of deepfakes. With cropped video frames and deep learning techniques, the model's accuracy increased from 79.06% with the original dataset to $\mathbf{8 6. 8 2 \%}$ with cropped videos.;;978-93-80544-60-1;10.23919/INDIACom66777.2025.11115707;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11115707;"Deepfake Detection;Deep Learning;Artificial Intelligence;Face Manipulation;CNN-LSTM";"Deep learning;Deepfakes;Analytical models;Accuracy;Computational modeling;Computer architecture;Real-time systems;Fraud;Faces";;;;32;;21 Aug 2025;2-4 April 2025;2-4 April 2025;IEEE;IEEE Conferences
Hybrid Deepfake Detection System: Leveraging AlexNet and LSTM Networks for Enhanced Video Authentication;"A. B. Ghodake; D. B. Yewale; T. D. Katariya; B. S. Khobare; A. S. Shidore";"Department of Computer Engineering, Shri Chhatrapati Shivaji Maharaj College Of Engineering, Nepti, Ahmednagar, Maharashtra; Department of Computer Engineering, Shri Chhatrapati Shivaji Maharaj College Of Engineering, Nepti, Ahmednagar, Maharashtra; Department of Computer Engineering, Shri Chhatrapati Shivaji Maharaj College Of Engineering, Nepti, Ahmednagar, Maharashtra; Department of Computer Engineering, Shri Chhatrapati Shivaji Maharaj College Of Engineering, Nepti, Ahmednagar, Maharashtra; Department of Computer Engineering, Shri Chhatrapati Shivaji Maharaj College Of Engineering, Nepti, Ahmednagar, Maharashtra";2025 International Conference on Emerging Systems and Intelligent Computing (ESIC);16 Apr 2025;2025;;;283;287;The rapid proliferation of deepfake technology has presented significant challenges in ensuring the authenticity of digital media, posing security risks in various domains, including social media, politics, and corporate communications. This paper proposes a hybrid deepfake detection system that integrates AlexNet, a powerful convolutional neural network (CNN), and Long Short-Term Memory (LSTM) networks to enhance video authentication. The proposed system lever-ages AlexNet's strong capabilities in feature extraction to analyze spatial features within video frames, while LSTM networks process temporal sequences, capturing the dependencies across frames in video streams. By combining these models, our approach delivers an effective deepfake detection system that is robust to subtle manipulations and capable of identifying deepfakes with high precision. Experiments were conducted on publicly available datasets to evaluate the performance of the hybrid model against standalone models and other baseline approaches. The results indicate significant improvements in detection accuracy, with the hybrid system achieving a higher recall and precision rate compared to traditional CNN and RNN-based methods. Furthermore, the proposed system demonstrated resilience against a wide range of deepfake techniques, including facial reenactment and voice synchronization. This work highlights the importance of combining spatial and temporal analysis for reliable video authentication, paving the way for advanced deepfake mitigation strategies in both public and private sectors. The integration of AlexNet and LSTM networks offers a scalable solution for real-time video analysis, providing critical support in com-bating the spread of disinformation and enhancing trust in digital media.;;979-8-3315-2210-0;10.1109/ESIC64052.2025.10962665;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962665;"Deepfake detection;AlexNet;LSTM networks;video authentication;hybrid model";"Location awareness;Deepfakes;Accuracy;Authentication;Streaming media;Feature extraction;Real-time systems;Convolutional neural networks;Reliability;Long short term memory";;;;42;IEEE;16 Apr 2025;8-9 Feb. 2025;8-9 Feb. 2025;IEEE;IEEE Conferences
Frame-to-Utterance Convergence: A Spectra-Temporal Approach for Unified Spoofing Detection;"A. Khan; K. M. Malik; S. Nawaz";"Department of Computer Science and Engineering, Oakland University, Rochester, Michigan, USA; Department of Computer Science and Engineering, Oakland University, Rochester, Michigan, USA; Johannes Kepler University, Linz, Austria";ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP);18 Mar 2024;2024;;;10761;10765;Voice spoofing attacks pose a significant threat to automated speaker verification systems. Existing anti-spoofing methods often simulate specific attack types, such as synthetic or replay attacks. However, in real-world scenarios, the countermeasures are unaware of the generation schema of the attack, necessitating a unified solution. Current unified solutions struggle to detect spoofing artefacts, especially with recent spoofing mechanisms. For instance, the spoofing algorithms inject spectral or temporal anomalies, which are challenging to identify. To this end, we present a spectra-temporal fusion leveraging frame-level and utterance-level coefficients. We introduce a novel local spectral deviation coefficient (SDC) for frame-level inconsistencies and employ a bi-LSTM-based network for sequential temporal coefficients (STC), which capture utterance-level artifacts. Our spectra-temporal fusion strategy combines these coefficients, and an auto-encoder generates spectra-temporal deviated coefficients (STDC) to enhance robustness. Our proposed approach addresses multiple spoofing categories, including synthetic, replay, and partial deepfake attacks. Extensive evaluation on diverse datasets (ASVspoof2019, ASVspoof2021, VSDC, partial spoofs, and in-the-wild deepfakes) demonstrated its robustness for a wide range of voice applications.;2379-190X;979-8-3503-4485-1;10.1109/ICASSP48485.2024.10447500;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10447500;"Voice Spoofing Detection;Spectral Temporal;Audio Deepfake Detection;Unified spoofing detection";"Deepfakes;Signal processing algorithms;Signal processing;Robustness;Acoustics;Speech processing;Convergence";;6;;20;IEEE;18 Mar 2024;14-19 April 2024;14-19 April 2024;IEEE;IEEE Conferences
Video Integrity Detection with Deep Learning;"C. R; A. V. R; P. R";"St. Joseph's Institute of Technology, Chennai, Tamil Nadu, India; St. Joseph's Institute of Technology, Chennai, Tamil Nadu, India; St. Joseph's Institute of Technology, Chennai, Tamil Nadu, India";2024 10th International Conference on Advanced Computing and Communication Systems (ICACCS);23 Oct 2024;2024;1;;1288;1292;In today's digital age, ensuring information integrity against deepfakes is essential. This project addresses this challenge by developing a scalable video integrity detection system through the fusion of convolutional neural networks (CNNs) for analyzing video frames and recurrent neural networks (RNNs) for temporal behavior. The model incorporates advanced architectures designed to capture subtle inconsistencies and manipulation artifacts, leveraging cutting-edge techniques for enhanced detection compared to traditional methods. Its adaptability is enhanced through the utilization of domain adaptation and adversarial training strategies, ensuring durability against evolving manipulation techniques. Designed for real-time capabilities, the system is optimized for efficient inference, enabling proactive identification and mitigation of manipulated content on online platforms. Expected outcomes include achieving high accuracy in discriminating real from manipulated videos, promoting improved trust and transparency in the digital media landscape. By providing a reliable means to verify the integrity of video content, the system contributes to a more trustworthy and secure digital ecosystem. This multi-modal fusion approach, coupled with advanced architectures, effectively addresses the necessity for identifying and controlling the spread of manipulated video content.;2575-7288;979-8-3503-8436-9;10.1109/ICACCS60874.2024.10717096;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10717096;"Deep learning;Video integrity detection;Convolutional neural networks (CNNs);Recurrent neural networks (RNNs);Deepfake (DF);Adversarial training;Long Short-Term Memory (LSTM);ResNeXt";"Training;Deepfakes;Accuracy;Ecosystems;Computer architecture;Streaming media;Media;Real-time systems;Convolutional neural networks;Reliability";;1;;22;IEEE;23 Oct 2024;14-15 March 2024;14-15 March 2024;IEEE;IEEE Conferences
ResNeXt-50 and LSTM for Deepfake Detection;"F. Kamil; E. M. Maharani; R. Rahmania";"Computer Science Department, School of Computer Science, Bina Nusantara University, Bandung, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Bandung, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Bandung, Indonesia";2025 IEEE International Conference on Artificial Intelligence for Learning and Optimization (ICoAILO);16 Sep 2025;2025;;;113;118;Deepfake technology presents a significant threat to digital security due to its increasing sophistication and potential for misuse. This research proposes a Deepfake detection model combining ResNeXt-50 32×4d for spatial feature extraction and Long Short-Term Memory (LSTM) networks for temporal analysis. A video processing pipeline was implemented to isolate and retain facial regions from each frame in the dataset. Videos were decomposed into frames, with faces detected using a pre-trained model of face recognition and frames containing faces were cropped, resized to 256×256 pixels, and saved. Only the first 150 frames per video were processed to maintain temporal order for sequential analysis, with the dataset split into training, validation, and test sets (70%, 20%, 10%). The processed frames were then passed through the ResNeXt-50 for spatial feature extraction and LSTM for temporal dependencies. Evaluated on the Celeb-DF and FaceForensics++ datasets, the model achieved peak accuracies of 99.90% and 99.13%, respectively. Future research will focus on integrating multimodal data and leveraging Explainable AI to further improve detection accuracy and interpretability.;;979-8-3315-6928-0;10.1109/ICoAILO66760.2025.11156046;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11156046;"Deepfake Detection;ResNeXt-5032x4d;LSTM;Celeb-DF;FaceForensics++";"Training;Deepfakes;Sequential analysis;Accuracy;Pipelines;Feature extraction;Security;Long short term memory;Faces;Optimization";;;;42;IEEE;16 Sep 2025;7-9 Aug. 2025;7-9 Aug. 2025;IEEE;IEEE Conferences
DEFENDAI: Enhancing Deepfake Detection with Hybrid Architectures using EfficientNet, XceptionNet, Vision Transform and LSTM;"M. Kavitha; R. Raushan; Priya; R. Kumar";"Department of CSE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Department of CSE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Department of CSE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Department of CSE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India";2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS);21 Jul 2025;2025;;;952;958;The rapid evolution of deepfake technologies presents a significant threat to digital authenticity and societal trust. This research introduces DEFENDAI, a hybrid deepfake detection system integrating EfficientNet, XceptionNet, Vision Transformers (ViT), and Long Short-Term Memory (LSTM) networks to harness both spatial and temporal features. Trained on a curated subset of the DFDC dataset, the system uses a multi-stage pipeline involving frame extraction, resizing, normalization, and augmentation for preprocessing. Feature extraction is performed using CNNs and ViTs, while LSTM captures sequential dependencies across frames. A web-based implementation using FastAPI and Streamlit enables real-time user interaction and deployment. Comparative results show the hybrid model significantly outperforms standalone models in precision, recall, and generalization. Future work aims at extending datasets, integrating adversarial robustness, and refining real-time detection pipelines for broader applicability.;;979-8-3315-3884-2;10.1109/ICSSAS66150.2025.11081343;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11081343;"Deepfake Detection;Vision Transformers;EfficientNet;XceptionNet;LSTM;DFDC;FastAPI;Streamlit;AI Security";"Training;Deepfakes;Computer vision;Pipelines;Transforms;Feature extraction;Transformers;Real-time systems;Artificial intelligence;Long short term memory";;;;16;IEEE;21 Jul 2025;11-13 June 2025;11-13 June 2025;IEEE;IEEE Conferences
