"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords"
"Rahman, T.; Chakma, R.; Mahmud, T.","Rahman, Taohidur (58982078700); Chakma, Rishita Jyoti (58244844600); Mahmud, Tanjim (57193502601)","58982078700; 58244844600; 57193502601","Beyond Accuracy: Explainable Multimodal Deepfake Detection Through Cross-Modal Feature Analysis and Dynamic Attention Weighting","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019046823&partnerID=40&md5=0084e29cc5fe087e92ff8ebf2c6a51a1","The advent of deepfake technology in recent years has significantly transformed the domain of video synthesis, facilitating the production of convincing synthetic films. The study explains a method for detecting deepfakes that uses both visual and sound analysis with special neural networks and a technique that combines the two types of information. We have a system that uses an EfficientNetB0- based CNN to analyze face images and a bidirectional LSTM to process audio features, showing that combining both types of data makes detection stronger than using just one type. Our research on the AVLips dataset shows that different types of data learn in different ways-visual features help with quick learning at first but are more likely to overfit, while audio features lead to a more consistent learning process. Using explainable AI methods, we find that visual deepfake signs are mainly seen around the eyes and mouth, while specific MFCC coefficients (specifically 2 and 9) offer important distinguishing information in the audio part. The fusion model attains an accuracy of 87.25 %, surpassing the visual-only model at 85.25 % and the audio-only model at 81 %. In addition to performance measurements, our study offers important information regarding feature relevance across modalities and illustrates how attention mechanisms may adjust modality contributions depending on the reliability of individual samples. This study improves the field by highlighting the benefits of understanding multimodal methods and identifying specific patterns across different types of data that characterize deepfake content. © 2025 IEEE.","AVLips; CNN; Deepfake Detection; EfficientNetBO; LSTM; MFCC; Multimodal"
"Cyril, M.A.; Sunkavalli, J.P.; Prasanth, D.","Cyril, Madda Anthony (60136264200); Sunkavalli, Jayaprakash Prakash (57501004600); Prasanth, D. (59155949000)","60136264200; 57501004600; 59155949000","DeepGuard: A Hybrid CNN-LSTM Framework for Robust Deepfake Video Detection with Spatiotemporal Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018453266&partnerID=40&md5=6cf0cc89888143c2617debdb2abbc7f5","Deepfake technology has developed very quickly, allowing highly realistic artificial media to be created that causes serious risks to privacy, security, and disinformation. This paper introduces a deep learning method for identifying deepfake videos by applying a hybrid Convolutional Neural Network (CNN) and Long Short-Term Memory (LSTM) model. The proposed model takes advantage of spatial information learned by a CNN (Xception backbone) and temporal relationships learned by an LSTM in order to label videos as real or fake. The model was trained on the FaceForensics++ dataset and evaluated on the Celeb-DF dataset with an accuracy of 82%. A web application was also implemented for real-time deepfake detection. The outcome proves the efficacy of the suggested architecture in detecting manipulated videos with challenges and future enhancements © 2025 IEEE.","Celeb-DF; CNN-LSTM; Deepfake detection; FaceForensics++; Temporal modelin); Xception"
"Sharma, S.; Gupta, K.","Sharma, Soumya (59986415000); Gupta, Keshav (56785003700)","59986415000; 56785003700","DeepShield: AI-Powered Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018297547&partnerID=40&md5=4fdb47cb73fbac218506d90e4e411f5c","The growing pervasiveness of deepfake technology is enormous in its threats to digital integrity, cybersecurity, and the diffusion of misinformation. Public opinion can be manipulated by deepfake media, identity authentication can be challenged, and digital trust can be harmed. To curb such threats, we introduce DeepShield, a new AI-powered deepfake detection system that combines spatial and temporal analysis for strong forgery detection. Our approach integrates a ResNeXt-based Convolutional Neural Network (CNN) for extracting spatial features and a Long Short-Term Memory (LSTM) network for detecting temporal abnormalities between video frames. DeepShield is trained on benchmark datasets such as FaceForensics++ and DFDC and reaches an accuracy of 8 1. 9 7% with 8 3. 4% recall and 8 0. 4% F1-score, all while having good generalization. Though not surpassing state-of-the-art models in bare accuracy, DeepShield prioritizes scalability, robustness against unseen manipulations, and deployability. We also provide future directions such as transformer-based architecture and multimodal detection, thus positioning DeepShield as a step towards robust real-time video authentication in digital forensics and cybersecurity. © 2025 IEEE.","Convolutional Neural Networks (CNN); Deepfake detection; Long Short-Term Memory (LSTM); ResNeXt; Video Authentication"
"Esty, F.T.T.","Esty, Fatema Tuj Tarannom (59940285800)","59940285800","Advancing Deepfake Detection: An Optimized Neural Network Model with Keyframe Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017956654&partnerID=40&md5=abac20688272f053e8c42be95a750eb6","Artificial intelligence (AI) can rapidly progress and foster AI algorithms to create a new machine-created video called deepfakes. These misleading videos are serious threats to our society and politics, or they can be used as weapons against the viewers. Deepfakes refer to synthetic media created with AI; therefore, such techniques can produce real-looking visual and auditory content. The first element of mitigating the malice of such videos is detecting them on social media platforms. This paper proposes a novel neural network-based method for deepfake video detection, focusing on critical video frame extraction to lessen computational complexity. The proposed method utilizes the architecture of a CNN coupled with a classifier network and a unique algorithm to accurately detect deepfake videos while keeping very low computational needs. Processing key video frames achieves impressive results based on single-keyframe processing for deepfake video detection. The technique is simple and efficient in authenticating video content concerning the social and economic problems of false videos. After evaluation over an entire dataset of 600 videos downloaded from various websites, the model detects deepfakes across different databases with an overall accuracy of 97.3%. Its performance surpasses that of earlier methods with reduced computation time, thus providing an efficient solution for deepfake detection. © 2025 IEEE.","Convolutional neural networks (CNN); Deepfake detection; Digital media forensics; Recurrent Neural Networks; Short-Term Memory (LSTM)"
"Dutta, A.; Kumar das, A.K.; Naskar, R.; Chakra, R.S.","Dutta, Anurag (57820449400); Kumar das, Arnab (58264994300); Naskar, Ruchira (53866980700); Chakra, Rajat Subhra (60126927000)","57820449400; 58264994300; 53866980700; 60126927000","WaveDIF: Wavelet Sub-Band based Deepfake Identification in Frequency Domain","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017846289&partnerID=40&md5=25e3a49c32a6741b8757607c50b2db66","With the more realistic convergence of Deepfakes, its' identification becomes more demanding. Recently, numerous deepfake detection techniques have been proposed, most of which are in the spatio-temporal domain. While these methods have shown promise, many of them neglect convincing artifacts that exhibit different patterns across frequency domains. This research proposes WaveDIF, a strict frequency domain, lightweight deepfake video detection algorithm using wavelet sub-band energies. In WaveDIF, for feature extraction, each video undergoes a Discrete Fourier Transform to filter out high-frequency noisy details (quite evident in deepfakes). These representations are then decomposed into their respective wavelet sub-bands -LL (Low-Low), LH (Low-High), HL (High-Low), and HH (High-High) passing them through a Haar Filter, following which the energy values (particular to each sub-band) are computed. These energy values are then used to learn a linear decision boundary (using regression analysis), which is then used for classification. This enables an interpretable, lightweight deterministic technique for the detection of synthesized videos, besides achieving an accuracy comparable to the state-of-the-art. Experimental results on popular deepfake video datasets shows over 92% accuracy for in-dataset evaluation, and 88% accuracy for cross dataset evaluation. © 2025 IEEE.","discrete fourier transform; discrete wavelet transform; frequency domain analysis; lightweight deepfake detection; wavelet sub-band energies"
"Melouk, M.M.; Shao, M.; Basit, A.; Abouzahir, C.; Zhou, R.; Shafique, M.","Melouk, Mohammed Mouad (60123651000); Shao, Minghao (58908537200); Basit, Abdul (58021649500); Abouzahir, Chaimae (59927346100); Zhou, Ruilin (60123542200); Shafique, Muhammad (17435669500)","60123651000; 58908537200; 58021649500; 59927346100; 60123542200; 17435669500","EVDO: An Enhanced Framework for Deepfake Detection in Videos Through Optical Flow and Temporal-Spatial Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017549190&partnerID=40&md5=1bb793326b568b604088502cdc1b4c64","As generative AI advances, the realism of synthetic media has sparked serious concerns in security, privacy, and misinformation. This issue is particularly concerning with the rise of deepfake technologies that manipulate facial imagery, undermining media authenticity. While existing research has largely focused on image-based deepfake detection with specialized feature extractors, detecting deepfakes in video, especially with broad generalization across varied manipulation techniques, remains a substantial challenge. This paper introduces EVDO, a novel framework designed to detect deepfake videos by integrating temporal and spatial analysis for enhanced detection accuracy. Our approach leverages optical flow techniques to capture subtle temporal manipulation artifacts between video frames overlooked in spatial analysis. Using a FlowFormer++ model for temporal analysis, frame pairs are sampled to produce cost volumes that highlight essential motion regions and capture manipulation-specific artifacts through optical flow images which encode temporal dependencies. A flow-finetuned detector then extracts flow-level features indicative of deepfake manipulation. Complementing this, Xception-based spatial detectors analyze each frame individually, generating high-dimensional embeddings that capture frame-specific anomalies. Fusing these temporal and spatial embeddings enables comprehensive binary classification of deepfakes. Validated on the FaceForensics++ benchmark, EVDO significantly improves generalization. Our proposed temporal path contributes correct classifications to around 12% of datapoints. EVDO achieves a video AUC of 99.13% (99.43% of end-to-end SOTA methods) while enabling forensically verifiable manipulation detection. © 2025 The Authors.","deep-learning; Deepfake detection; optical flow; temporal-spatial analysis"
"Ambika, S.; Harini, Y.; Sumanth, B.R.","Ambika, S. (57195715689); Harini, Yerramsetty (59402166500); Sumanth, B. R. (59402842000)","57195715689; 59402166500; 59402842000","Real-Time Deepfake Detection using a Hybrid MobileNet-LSTM Model For Image and Video Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016904565&partnerID=40&md5=693a8140c3f7e4dd4c91760468864053","As deepfake technology has become more advanced, there is an urgent need for strengthening detection mechanisms that can help counter misinformation and online fraud. Deepfake media is manufactured using deep learning techniques. It has recently become increasingly sophisticated and the boundary between genuine and tampered content is often hard to see. This paper introduces a hybrid MobileNet-LSTM model, which is made for spotting deepfakes in both image and video.The deepfake identification system uses MobileNet to efficiently sample spatial features and LSTM to gather temporal dependencies, thereby improving the detection rate of tampered content. Meanwhile, this method is validated on standard datasets and that the accuracy is better, in terms of computational efficiency and that it is more robust than other types of manipulation. © 2025 IEEE.","Computer Vision; Deepfake Detection; Hybrid MobileNet-LSTM Model; LSTM; Machine Learning; Media Authentication; MobileNet; Real-time Analysis"
"Rout, J.; Mishra, M.","Rout, Jayanti (57712825900); Mishra, Minati (55340242800)","57712825900; 55340242800","Cascaded ResNet50-LSTM Architecture for Deepfake Video Identification","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016863229&partnerID=40&md5=493b8cb3dd69b4f756e53ef95da80c0a","With the increasing sophistication of AI-generated content, detecting fake videos has become a critical challenge in digital media forensics. Such fake videos can cause loss to individuals and organizations in terms of fiscal matters, goodwill, societal status, etc. Traditional detection methods such as frame-by-frame analysis, motion inconsistencies, etc., were timeconsuming, subjective, and prone to human bias. This research presents a hybrid deep learning framework that combines Convolutional Neural Networks (CNNs) for spatial feature extraction with Long-Short-Term Memory (LSTM) networks for modeling temporal relationships. The proposed model is designed to efficiently differentiate between authentic and AI-generated videos by leveraging both spatial and sequential patterns within video frames. The model is trained and evaluated on the Celeb-DF (v2) dataset. The preprocessing phase involves frame extraction, resizing, and normalization to enhance feature representation. The experimental findings indicate that the proposed model delivers robust performance in the test set: 94. 98% accuracy, 98. 06% precision, 96. 08% recall, 97. 06% F1 score and 98. 32% AUC-ROC. Further evaluation using a confusion matrix and loss accuracy curves highlights the robustness of the model in detecting AI-generated content. This research contributes to improving deepfake detection techniques, ensuring improved security and reliability in multimedia authentication systems. © 2025 IEEE.","AI-Generated Video Detection; CNNs; Deepfake Detection; Fake Video Identification; Forgery Detection; LSTM"
"Colaco, B.; Patil, B.; Gharat, S.; Gawande, S.","Colaco, Brinal (57190174454); Patil, Bramheti (60103825100); Gharat, Swara (60104216000); Gawande, Srushti (60104086200)","57190174454; 60103825100; 60104216000; 60104086200","Blockchain Based Deepfake Video Detection Using Deep Learning","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016321996&partnerID=40&md5=0c6574d6868093ee10e478526bc8167f","Deepfake identification has become an essential issue in the digital world as AI generated manipulated videos are being utilized more and more maliciously. In order to provide a trustworthy technique for detecting deep-fake video, proposed system employs an integrated deep learning method involving Long Short-Term Memory (LSTM), ResNeXt, and Convolutional Neural Networks (CNN). CNN and ResNeXt are used to analyze video frames and extract spatial data, whereas LSTM analyzes the temporal dynamics between frames. These obtained features are employed to determine the variations and irregularities frequently found in deepfake movies. The Python and PyTorch frameworks used in the model's development and implementation provide high accuracy and efficiency. The results are verified as well and safely saved on blockchain, offering an infallible, transparent way to identify deepfakes. The fields of media integrity, digital forensics, and cybersecurity are greatly advanced by this program's helpful tool for preventing online fraud and disinformation. © 2025 IEEE.","Blockchain (BC); convolutional Neural Network (CNN); Deep Learning (DL); Deepfake Detection; Long Short-Term Memory (LSTM); PyTorch; ResNeXt; Temporal Analysis; Video Processing(VP)"
"Nadarajan, N.N.; Trivedi, A.R.; Shastha, K.; Mahesh, M.; Kolagatla, G.; Rana, S.; Nilin, M.","Nadarajan, Niranjan Nishan (60103469800); Trivedi, Aaditya Rajendra (60103724900); Shastha, K. (60103725000); Mahesh, M. (60103519200); Kolagatla, Gautham (60103469900); Rana, Shweta (60103674000); Nilin, M. (60103463400)","60103469800; 60103724900; 60103725000; 60103519200; 60103469900; 60103674000; 60103463400","A Dual-Stream CNN-LSTM Framework with ELA Preprocessing for Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016316778&partnerID=40&md5=ae61c30f93322d3a05d5769cd3bfc786","The proliferation of deepfake content presents critical threats to digital authenticity, privacy, and information integrity. This paper proposes a hybrid deepfake detection framework that integrates Error Level Analysis (ELA) with the ResNet-50 convolutional neural network to identify manipulated images. The system employs a dual-stream architecture that processes both raw frames and ELA-transformed inputs, enhancing spatial and temporal feature extraction through Long Short-Term Memory (LSTM) layers. Evaluated on both general-purpose and celebrity-based datasets, the proposed model demonstrates superior classification accuracy and robust generalization, particularly in detecting forgeries involving high-profile individuals. Experimental results affirm the model's effectiveness in capturing compression inconsistencies and subtle manipulations, positioning it as a scalable and reliable solution for deepfake detection in real-world scenarios. © 2025 IEEE.","deep learning; Deepfake detection; digital media authenticity; Error Level Analysis (ELA); image forensics; LSTM; multimedia security; ResNet-50"
"Hirpara, P.; Valangar, H.; Kachhadiya, V.; Chauhan, U.","Hirpara, Priyanshu (60102538500); Valangar, Hardi (60102319300); Kachhadiya, Vishwa (60102394400); Chauhan, Uttam (56045696400)","60102538500; 60102319300; 60102394400; 56045696400","Deepfake Detection: Demodulate Synthetic Videos Using Deep Learning Models","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016137250&partnerID=40&md5=f9c5def6ff4a7b673599b77e87285431","A deepfake detection system that uses machine learning (ML) and deep learning (DL) models to detect manipulated videos and images is presented in the study. Being aware of such synthetic content is crucial considering the emergence of deepfake technology, which might alter photos, videos, and audio for malevolent objectives including fraud, extortion, and disinformation. Deepfake technology has been applied to solve various real-time problems but is also exploited for unethical and illegal purposes. As a result, developing research and detection models is crucial to prevent its misuse. We proposed a CNN-LSTM hybrid model for analysis of cropped images to improve the performance of fake video detection. The suggested method focuses on identifying fake videos using the Celeb-DF dataset, which consists of 1203 videos (795 fake, 408 real). Moreover, the benefits and drawbacks of the various deepfake detection techniques are examined. The paper indicates potential improvements in model accuracy through more datasets and improved architectures, and it emphasizes the significance of sophisticated detection techniques to mitigate the negative consequences of deepfakes. With cropped video frames and deep learning techniques, the model's accuracy increased from 79.06% with the original dataset to 86.82% with cropped videos. © 2025 Bharati Vidyapeeth, New Delhi.","Artificial Intelligence; CNN-LSTM; Deep Learning; Deepfake Detection; Face Manipulation"
"Vinay, T.R.; Ajina, A.; Dongare, H.; Joshi, S.; Likith Sai Varma, G.; Rathod, R.D.","Vinay, T. R. (45561782700); Ajina, A. (56538485400); Dongare, Harshada (60097027000); Joshi, Soumya (60096084400); Likith Sai Varma, G. (60096863600); Rathod, Rohit D. (60095931000)","45561782700; 56538485400; 60097027000; 60096084400; 60096863600; 60095931000","Video Forensic Analysis Using Deep Learning Models","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015840865&partnerID=40&md5=d63606a6c30e4d06a2667300bbd3a508","Recent advancements in deep learning have significantly improved video forensics, crucial for security and law enforcement. This field addresses video tampering detection, source identification, and content analysis, requiring sophisticated methods due to complex manipulations. This paper introduces a novel framework leveraging Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) networks. CNNs extract spatial features, identifying tampering through pixel-level inconsistencies. LSTMs model temporal dependencies, detecting anomalies over time and sophisticated forgeries like DeepFakes. This hybrid combination of CNNs and LSTMs provides a comprehensive approach, capturing spatial details and temporal dynamics, and enhancing forgery detection accuracy. Experiments on Deepfake Detection Challenge(DFDC) dataset, it includes a wide variety of deepfake and real videos, to show this framework overcomes the limitations in previous technologies used in models like XceptionNet and is robust in real-world scenarios. This research highlights the potential for secure digital media platforms and future advancements in forensic techniques. ©2025 IEEE.","Convolutional Neural Networks; deep learning; Deepfake detection; LSTMs; video forensics"
"Meng, C.; Guo, Y.","Meng, Caixia (57401892200); Guo, Yurui (59988015600)","57401892200; 59988015600","A Deepfake Detection Method Based on Transformer Transformer Spatiotemporal Modeling","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015591220&partnerID=40&md5=7ffadf4866e0e8739199c638d1b041bd","This study proposes a novel spatiotemporal feature modeling model based on the Transformer architecture-STFormer-for deepfake detection tasks in videos. The model design features a four-stage pyramid structure, each incorporating a Spatiotemporal Embedding Layer (STEL) and multiple Transformer Encoder blocks. STEL extracts spatial features using multi-scale convolutional kernels and employs a Gate Recurrent Unit (GRU) to model inter-frame dynamic changes, ultimately fusing spatiotemporal features to form embedded representations. Furthermore, the model progressively reduces the number of embedding tokens at each stage while increasing the feature dimensions, thus efficiently extracting spatiotemporal features while maintaining information integrity and effectively managing computational budgets. Experimental validation on the FaceForensics++ and Celeb-DF datasets demonstrates that the STFormer model performs exceptionally well in detecting various forgery methods, substantiating its outstanding performance and broad applicability in deepfake detection. © 2025 IEEE.","deepfake detection; spatiotemporal embedding Layer(STEL); spatiotemporal features; STFormer"
"Subhasri, N.; Gangadhar, M.; Divakar, M.; Bhanu Chandra Goud, N.E.; Ramaraju, M.; Sreenivasulu, K.","Subhasri, Neereddula (60092824600); Gangadhar, Midde (60093650500); Divakar, Motte (60093529400); Bhanu Chandra Goud, Neelam Ediga (60093178800); Ramaraju, Marriboina (60092824700); Sreenivasulu, K. (60093178900)","60092824600; 60093650500; 60093529400; 60093178800; 60092824700; 60093178900","A Hybrid MobileNet-LSTM Model for Enhanced Detection of Deepfake Media in Real-Time Image and Video Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015391825&partnerID=40&md5=f11af74e5e5e224bcc65d33a1a122427","Deepfakes, or Al-generated manipulated media, pose a significant threat to media integrity, privacy, and public trust. Detecting deepfakes effectively remains a challenge due to their increasingly sophisticated nature. This research addresses the issue of detecting both spatial and temporal inconsistencies in deepfake images and videos by proposing a hybrid MobileNet-LSTM model. The MobileNet component extracts spatial features such as texture anomalies and facial misalignments, while the LSTM component analyzes temporal dependencies to identify inconsistencies in video sequences, such as unnatural facial expressions or motion patterns. The hybrid model is trained on a large and diverse dataset of real and deepfake media, ensuring its adaptability to emerging deepfake techniques. The outcome of this research is a highly accurate, real-time deepfake detection system that performs with an accuracy of 91.8%, achieving improved precision (89.4%), recall (90.5%), and F1-score (89.9%) compared to existing baseline models. The model's lightweight design ensures real-time performance, making it suitable for deployment in social media monitoring, digital forensics, and law enforcement. This work contributes to the ongoing efforts in combating misinformation and enhancing digital media authenticity by providing a scalable and efficient deepfake detection solution. © 2025 IEEE.","deepfake detection; image analysis; Media integrity; mobilenet lstm; real time detection; real-time detection; temporal modeling; video analysis"
"Guo, Y.","Guo, Yunfei (60002308900)","60002308900","A Dual-Network Architecture with Uncertainty-Aware Multimodal Fusion for Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014910177&partnerID=40&md5=c6d0ccfadd5510a7e91682cbeae42738","The detection of AI-generated content, particularly deepfakes, has become a critical issue due to the growing sophistication of generative models. This paper presents MUFDNet, a novel multimodal deepfake detection model that uses paired image and audio data for improved detection accuracy. The model integrates a Vision Transformer (ViT) for image feature extraction and a Graph Neural Network (GGCN) for audio spectrum analysis. By incorporating uncertainty-aware fusion and cross-modal attention mechanisms, MUF-DNet enhances the robustness and generalization of the detection process. Contrastive learning is employed to improve the semantic consistency between the visual and auditory features. Our experiments show that MUF-DNet outperforms existing models in terms of accuracy, precision, recall, and F1 score, demonstrating its potential for deepfake detection in real-world applications. © 2025 IEEE.","contrastive learning; Deepfake detection; Graph Neural Network; multimodal learning; uncertainty-aware fusion; Vision Transformer"
"Sharma, V.K.; Rawat, S.","Sharma, Vishal Kumar (57199918726); Rawat, Seema (56521132600)","57199918726; 56521132600","Enhancing Deepfake Detection Through Dynamics of Facial Expressions","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013073675&partnerID=40&md5=30de418a8e7de90a2320f9a0c5812b6a","The rapid evolution of deepfake technology poses significant threats to digital security, media integrity, and public trust, necessitating the development of robust detection frame-works. Traditional deepfake detection methods primarily rely on pixel inconsistencies, frequency-domain analysis, or handcrafted features, but these approaches are increasingly vulnerable to advanced generative models that produce high-fidelity manipulations. In this study, we introduce MADDM, a Masked Autoencoder-based deepfake detection model that leverages facial expression dynamics to identify inconsistencies in muscle coordination - an aspect that remains challenging for deepfake generators to replicate accurately. Our model is trained in a self-supervised manner, first learning natural facial expressions from real datasets and then detecting anomalies in synthetic videos by reconstructing masked facial regions. Evaluations on Celeb-DF, DFDC, and FaceForensics++ datasets demonstrate that MADDM significantly outperforms existing detection methods, achieving an average accuracy of 81.1%, with state-of-the-art performance on Celeb-DF (86.3%). Further analysis through intra-dataset and cross-dataset testing confirms the model's superior generalization capabilities. The results highlight the potential of expression-based deepfake detection as a powerful and scalable solution for digital forensics and misinformation control. Future research should explore real-time implementation, transformer-based optimizations, and adversarial training strategies to enhance detection efficiency against evolving deepfake techniques. © 2025 IEEE.","convolutional neural network; deepfake detection; facial expressions analysis; masked auto encoders; spatio temporal"
"Huang, X.; Zheng, Y.; Jiang, X.","Huang, Xingcheng (60040838500); Zheng, Yiheng (60040458500); Jiang, Xiuping (60040838600)","60040838500; 60040458500; 60040838600","A Deepfake Detection Model Based on the Integration of ResNet50 and LSTM","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013073179&partnerID=40&md5=a4693e83fc0f6f254c7758c68f105d8a","Video processing has consistently been a focal point of interest in both the media industry and academia, particularly against the backdrop of continuous advancements in digital signal processing technology. These videos are sometimes misused to disseminate false information or damage reputations. This paper aims to develop a video authenticity recognition system using advanced deep learning models. In terms of technical implementation, the ResNet50 model is employed for image feature extraction to detect subtle inconsistencies and artifacts, such as unnatural facial movements and irregular lighting variations in videos. Additionally, LSTM is used to capture the temporal sequence features of the video. Experimental results indicate that the model achieves an accuracy rate of 81.25% in detecting deepfake videos. Additionally, the model achieved a recall rate of 1, which holds significant practical value. This achievement provides strong support for the accurate detection and labeling of videos, playing a crucial role in preserving information authenticity and ensuring media security. © 2025 IEEE.","Computer Vision; Deepfake Detection; LSTM; ResNet50"
"Zou, B.; Tan, L.; Song, T.; Yin, H.; Jia, T.","Zou, Boya (59707408700); Tan, Li (16507903900); Song, Tianbao (57192670612); Yin, Hang (60038766800); Jia, Tan (60039187900)","59707408700; 16507903900; 57192670612; 60038766800; 60039187900","A Deepfake Detection Model Based on Optical Flow Estimation","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013051396&partnerID=40&md5=8706d200858ab922e026072b31642b44","The progress in artificial intelligence has resulted in the development of highly authentic AI-generated videos. This enables malicious individuals to effortlessly produce non-existent videos and disseminate them across the internet. This paper proposes a fake video detection method, Deepfake Detection Model based on Optical Flow Estimation(DFDOF), which is based on analyzing the speed of objects in videos. Specifically, a ResNet subdetector is employed to extract image features, a multi-scale optical flow feature extraction module is used to extract optical flow features, and a Co-Attention module is utilized to fuse the features from both branches. Finally, a transformer layer is applied to classify the fused features, further enhancing the discrimination capability. Extensive experimental results demonstrate the strong generalization ability and robustness of our method. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","abnormal physical rules; AI generated video; attraction mechanism; Deepfake detection; feature fusion; optical flow"
"Kavitha, M.; Raushan, R.; Priya; Kumar, R.","Kavitha, M. (56786641500); Raushan, Ritik (60034521300); Priya (60034216900); Kumar, Rahul (60034217000)","56786641500; 60034521300; 60034216900; 60034217000","DEFENDAI: Enhancing Deepfake Detection with Hybrid Architectures using EfficientNet, XceptionNet, Vision Transform and LSTM","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012823904&partnerID=40&md5=9456d471e055d9dc1274e4bd2989946e","The rapid evolution of deepfake technologies presents a significant threat to digital authenticity and societal trust. This research introduces DEFENDAI, a hybrid deepfake detection system integrating EfficientNet, XceptionNet, Vision Transformers (ViT), and Long Short-Term Memory (LSTM) networks to harness both spatial and temporal features. Trained on a curated subset of the DFDC dataset, the system uses a multi-stage pipeline involving frame extraction, resizing, normalization, and augmentation for preprocessing. Feature extraction is performed using CNNs and ViTs, while LSTM captures sequential dependencies across frames. A web-based implementation using FastAPI and Streamlit enables real-time user interaction and deployment. Comparative results show the hybrid model significantly outperforms standalone models in precision, recall, and generalization. Future work aims at extending datasets, integrating adversarial robustness, and refining real-time detection pipelines for broader applicability. © 2025 IEEE.","AI Security; Deepfake Detection; DFDC; EfficientNet; FastAPI; LSTM; Streamlit; Vision Transformers; XceptionNet"
"Wani, T.M.; Qadri, S.A.A.; Amerini, I.","Wani, Taiba Majid (57216571275); Qadri, Syed Asif Ahmad (57211993044); Amerini, Irene (27567536300)","57216571275; 57211993044; 27567536300","STC-CapsNet: Detecting Audio Deepfakes with Spatio-Temporal Convolutions and Capsule Networks","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012116126&partnerID=40&md5=c502c1566a3dcace1c6692964dc79e59","Capsule networks are a powerful architecture designed to capture hierarchical relationships in data, making them effective for complex classification tasks. In audio deepfake detection, these networks effectively distinguish between real and synthetic audio by capturing subtle time and frequency patterns. Their ability to model intricate dependencies across both domains makes capsule networks especially suited for this challenging task. This study introduces the novel Spatio-Temporal Convolutional Capsule Network (STC-CapsNet), which utilizes mel-spectrograms and grayscale spectrograms for feature extraction. After preprocessing steps like noise reduction and segmentation, temporal and spectral convolutions are applied, followed by capsule layers with dynamic routing to enhance feature representation. The model is evaluated on the FoR dataset, achieving an F1-Score of 98.4% and a low EER of 2.8% using mel-spectrograms, outperforming grayscale spectrograms in both accuracy and error rate. © 2025 IEEE.","Audio Deepfake Detection; Grayscale spectrogram; Mel-spectrograms; Spatio-Temporal Convolutional Capsule Network"
"Agrawal, P.; Shaikh, A.; Bajaj, K.; Mahajan, J.","Agrawal, Palak (60022423400); Shaikh, Alisha (60022423500); Bajaj, Ketan (60021700200); Mahajan, Jayashree (59930026900)","60022423400; 60022423500; 60021700200; 59930026900","Incorporating Psychological and Behavioral Cues for Enhanced Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012109057&partnerID=40&md5=c5af787938a30100691b1a1da78a694a","The growing challenge of detecting deepfakes as generative models continues to advance, making traditional detection methods based on spatial inconsistencies less effective. We aim to harness machine learning techniques to identify subtle human responses that deepfake algorithms find difficult to mimic. We review existing detection techniques, pinpoint gaps in current approaches, and demonstrate why emphasizing temporal features - those related to physiological and behavioral responses - can offer a more resilient solution than relying solely on spatial anomalies. Additionally, we propose an implementation for advanced deepfake detection using a combination of pre-trained CNN models and LSTM networks to analyze the spatial and temporal aspects of videos. We also provide insights for future developments in this proposed approach. © 2025 IEEE.","Behavioral Analysis; CNN; Deepfake Detection; LSTM; Machine Learning; Micro-expressions; Psychological Signals; Temporal Cues"
