"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Domain-Invariant Feature Learning for General Face Forgery Detection","J. Zhang; J. Ni","School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou, China; School of Cyber Science and Technology, Sun Yat-Sen University, Shenzhen, China",2023 IEEE International Conference on Multimedia and Expo (ICME),"25 Aug 2023","2023","","","2321","2326","Though existing methods for face forgery detection achieve fairly good performance under the intra-dataset scenario, few of them gain satisfying results in the case of cross-dataset testing with more practical value. To tackle this issue, in this paper, we propose a novel domain-invariant feature learning framework - DIFL for face forgery detection. In the framework, an adversarial domain generalization is introduced to learn the domain-invariant features from the forged samples synthesized by various algorithms. Then a center loss in fractional form (CL) is utilized to learn more discriminative features by aggregating the real faces while separating the fake faces from the real ones in the embedding space. In addition, a global and local random crop augmentation strategy is utilized to generate more data views of forged facial images at various scales. Extensive experimental results demonstrate the effectiveness and generalization of the proposed method compared with other state-of-the-art methods.","1945-788X","978-1-6654-6891-6","10.1109/ICME55011.2023.00396","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10219778","DeepFake detection;adversarial domain generalization;center loss","Representation learning;Deepfakes;Crops;Interference;Forgery;Task analysis;Faces","","5","","29","IEEE","25 Aug 2023","10-14 July 2023","10-14 July 2023","IEEE","IEEE Conferences"
"Face Swap Detection: A Systematic Literature Review","S. Hriez","Cyber Security Department, Al Hussein Technical University, Amman, Jordan",IEEE Access,"27 Aug 2025","2025","13","","143957","143984","Face swap technology, often associated with deepfakes, has rapidly advanced in recent years, raising serious concerns around misinformation, digital impersonation, and privacy. As a result, the development of reliable face swap detection methods has become a critical area of research. This survey provides a comprehensive review of existing approaches to face swap detection, addressing key research questions such as commonly used datasets, evaluation metrics, comparative model performance, and persistent challenges in the field. It includes a detailed taxonomy of detection methods, categorizing approaches into spatial, temporal, and spatiotemporal techniques. The survey further examines cross-dataset generalization performance to assess how well models adapt to domain shifts between training and testing data. Recent innovative directions are explored, covering adversarial defense strategies, explainability techniques, lightweight models for edge deployment, and privacy-preserving training. Additionally, best practices for building and releasing face swap detection tools are discussed to promote ethical, robust, and practical implementations. Finally, the paper outlines future research directions aimed at advancing model robustness, generalization, and compliance with legal and ethical standards. The discussions provide valuable insights that help researchers and practitioners gain a clear understanding of the face swap detection field, supporting and guiding their future research efforts.","2169-3536","","10.1109/ACCESS.2025.3598980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11124889","Face swap detection;deepfake detection;adversarial attacks;deepfake evaluation metrics;digital forensics","Deepfakes;Faces;Face recognition;Surveys;Accuracy;Robustness;Ethics;Adaptation models;Visualization;Training","","","","190","CCBYNCND","14 Aug 2025","2025","","IEEE","IEEE Journals"
"A Robust Deepfake Video Detection Method based on Continuous Frame Face-swapping","D. Liu; Z. Yang; R. Zhang; J. Liu","School of Cyberspace Security Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security Beijing University of Posts and Telecommunications, Beijing, China","2022 International Conference on Artificial Intelligence, Information Processing and Cloud Computing (AIIPCC)","27 Mar 2023","2022","","","188","191","Detection of deepfake videos faces serious generalization problem in real world application scenarios. Existing robust deepfake detection methods can only works on single frame image but not continuous frame videos. In this paper, we propose a robust deepfake video detection method based on continuous frame face-swapping. We design our face-swapping dataset with Delaunay triangulation and piecewise affine transform to achieve continuous frame face-swapping. We design a feature enhancement module with facial and background information covered to make the method focus on the mask fusion zone. We build our detection model with Efficient Net to extract intra-frame fusion feature and LSTM to extract inter-frame time feature. Cross-domain experiments show that our method achieves better detection AUC than existing methods, which proves our method is robust because of generalization.","","978-1-6654-6287-7","10.1109/AIIPCC57291.2022.00048","National Natural Science Foundation of China(grant numbers:U1936216,U21B2020,62002197); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10070215","deepfake detection;continuous frame face-swapping;generalization;Efficient Net;LSTM","Deepfakes;Cloud computing;Computational modeling;Transforms;Information processing;Feature extraction;Artificial intelligence","","4","","10","IEEE","27 Mar 2023","19-21 Aug. 2022","19-21 Aug. 2022","IEEE","IEEE Conferences"
"Methods of Deepfake Detection Based on Machine Learning","A. A. Maksutov; V. O. Morozov; A. A. Lavrenov; A. S. Smirnov","Department of Computer Systems and Technology, National Research Nuclear University “MEPhI”, Moscow, Russian Federation; Department of Computer Systems and Technology, National Research Nuclear University “MEPhI”, Moscow, Russian Federation; Department of Computer Systems and Technology, National Research Nuclear University “MEPhI”, Moscow, Russian Federation; Department of Computer Systems and Technology, National Research Nuclear University “MEPhI”, Moscow, Russian Federation",2020 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),"19 Mar 2020","2020","","","408","411","Nowadays, people faced an emerging problem of AI-synthesized face swapping videos, widely known as the DeepFakes. This kind of videos can be created to cause threats to privacy, fraudulence and so on. Sometimes good quality DeepFake videos recognition could be hard to distinguish with people eyes. That's why researchers need to develop algorithms to detect them. In this work, we present overview of indicators that can tell us about the fact that face swapping algorithms were used on photos. Main purpose of this paper is to find algorithm or technology that can decide whether photo was changed with DeepFake technology or not with good accuracy.","2376-6565","978-1-7281-5761-0","10.1109/EIConRus49466.2020.9039057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9039057","deep learning;DeepFake detection;neural networks;face swapping indicators","Videos;Face recognition;Information integrity;Faces;Conferences;Gallium nitride;Neural networks","","45","","20","IEEE","19 Mar 2020","27-30 Jan. 2020","27-30 Jan. 2020","IEEE","IEEE Conferences"
"ADA-FInfer: Inferring Face Representations From Adaptive Select Frames for High-Visual-Quality Deepfake Detection","J. Hu; J. Liang; Z. Qin; X. Liao; W. Zhou; X. Lin","College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; CAS Key Laboratory of Electromagnetic Space Information, University of Science and Technology of China, Anhui, China; School of Computer Science, University of Guelph, Guelph, ON, Canada",IEEE Transactions on Dependable and Secure Computing,"14 May 2025","2025","22","3","3011","3027","Interpretable deepfake detection is gaining attention for providing explainable, trustworthy results, avoiding the limitations of ‘black-box’ models. Current interpretable methods focus on visible artifacts in low-visual-quality deepfakes, but these artifacts become less apparent in high-visual-quality deepfakes generated by advanced models. With advancements in deep generative models, producing high-visual-quality deepfakes has become a strategy to evade detection. To address this, we propose ${\sf ADA-FInfer}$ADA-FInfer, an adaptive frame selection and interpretable face representation inference method for detecting high-visual-quality deepfakes. ${\sf ADA-FInfer}$ADA-FInfer adaptively selects frames by analyzing optical flow to reveal manipulations. We also introduce an adaptive attack method that manipulates specific frames, and our adaptive selection strategy shows resistance to such attacks. ${\sf ADA-FInfer}$ADA-FInfer uses an encoder to learn face representations from source and target faces, applying a representation-prediction loss to maximize the distinction between real and fake videos. To provide further insights, we employ the joint entropy, mutual information, and conditional entropy analyses to explain the method's effectiveness. Extensive experiments and ablation studies demonstrate that ${\sf ADA-FInfer}$ADA-FInfer achieves promising performance in detecting high-visual-quality deepfakes.","1941-0018","","10.1109/TDSC.2024.3523289","National Natural Science Foundation of China(grant numbers:U22A2030,U20A20174,61972142,62402062); National Key Research and Development Program of China(grant numbers:2024YFF0618800,2022YFB3103500); Science Fund for Distinguished Young Scholars of Hunan Province(grant numbers:2024JJ2025); Natural Science Foundation of Changsha City, China(grant numbers:kq2402031); MOE AcRF TIER 3(grant numbers:MOE-MOET32022-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10818493","Adaptive frame selection;deepfake detection;high-visual-quality deepfake videos;inferring face representations","Deepfakes;Faces;Feature extraction;Entropy;Predictive models;Color;Biological system modeling;Adaptation models;Training;Prediction algorithms","","3","","74","IEEE","30 Dec 2024","May-June 2025","","IEEE","IEEE Journals"
"An Advanced Deep Learning Approach for Detecting Deepfake Video Manipulation","P. G. Reddy; P. A. Reddy; S. S. Narayan; B. Siddartha; V. Kulkarni; S. K. Rout","Department of Information Technology, Vardhaman College of Engineering (Autonomous), Hyderabad, India; Department of Information Technology, Vardhaman College of Engineering (Autonomous), Hyderabad, India; Department of Computer Science and Engineering, Vardhaman College of Engineering (Autonomous), Hyderabad, India; Department of Information Technology, Vardhaman College of Engineering (Autonomous), Hyderabad, India; Department of Information Technology, Vardhaman College of Engineering (Autonomous), Hyderabad, India; Department of Information Technology, Vardhaman College of Engineering (Autonomous), Hyderabad, India",2025 6th International Conference for Emerging Technology (INCET),"4 Sep 2025","2025","","","1","6","Deepfake technology poses several challenges from the legal, ethics, and sociological aspects since it utilizes deep-learning models that are relatively very advanced for creating lifelike synthetic media. Detecting fake synthetic content goes a long way in ensuring trust and integrity in the use of digital media. This paper presents an improved deepfake detection method that utilizes a Variational Autoencoder (VAE) for feature extraction, Vision Transformers (ViTs) to capture spatial and temporal dependencies, and a generator-discriminator pair inspired by Generative Adversarial Networks (GANs) for classification and Multi-task Cascaded Convolutional Networks (MTCNN) for efficient face detection and alignment. The proposed framework capitalizes on the strengths of these models to identify temporal and spatial anomalies often present in manipulated video content. The system integrates all these techniques and offers a holistic and robust approach to deepfake detection, thereby addressing challenges like occlusions, diverse lighting conditions, and sophisticated manipulation strategies. Experimental evaluations on benchmark datasets have demonstrated the high accuracy and low false-positive rates of the framework, even in the most sophisticated deepfake generation techniques. It has contributed to the growing body of work in deepfake detection as it presents a modular, scalable, and fully automated approach towards adapting to further advancements in the generation of synthetic media.","2996-4490","979-8-3315-3103-4","10.1109/INCET64471.2025.11140926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140926","Deep Learning;Deepfake detection;Variational Autoencoder (VAE);Vision Transformers (ViTs);Generator;Discriminator;Multi-task Cascaded Convolutional Networks (MTCNN)","Deepfakes;Accuracy;Lighting;Media;Generative adversarial networks;Transformers;Multitasking;Feature extraction;Face detection;Faces","","","","15","IEEE","4 Sep 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"LIED: A Lightweight and Ensemble learning approach for fake face Detection","R. Budhiraja; M. Kumar; M. K. Das; A. S. Bafila; S. Singh","Institute of Informatics and Communication University of Delhi South Campus, New Delhi, India; School of Computer and Information Sciences, Indira Gandhi National Open University, New Delhi, India; Institute of Informatics and Communication University of Delhi South Campus, New Delhi, India; Institute of Informatics and Communication University of Delhi South Campus, New Delhi, India; Institute of Informatics and Communication University of Delhi South Campus, New Delhi, India","2023 IEEE 3rd International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent (TEMSMET)","16 Jun 2023","2023","","","1","6","For many years, machine learning problems have primarily been driven by the availability and quality of data. Being the key, data has been equally vulnerable and got a savior in the form of generative adversarial networks (GANs) which opened the floodgates for generating almost any type of real, yet synthetic data. Human face became one of the initial victims to this superior technology, where in highly realistic and convincing fake content is generated using deep learning technologies or ‘‘DeepFakes’’. Taking a giant leap forward from manipulating facial attributes, to be now able to swap expressions seamlessly and even generate new (non-existent) synthetic faces poses a grave threat not only to chosen few, but for the entire society. This upshoot has been reciprocated with significant efforts and investments for its detection, but the techniques are often marred with either lower accuracies, or, higher computation costs. This is where convolutional reservoir networks (CoRN) come to rescue owing to their lightweight nature, able to do ensemble feature extraction and its generalization ability. This paper investigates, implements and demonstrates the application of CoRN based architectures to the task of human fake face detection. The steep performance improvements as evident from our results further ratify the effectiveness of this approach, which is also shown to perform exceedingly well against smaller datasets.","","979-8-3503-9781-9","10.1109/TEMSMET56707.2023.10149972","University of Delhi; Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10149972","DeepFake Detection;Fake Face Detection;Convolutional Reservoir Networks;Convolution Neural Networks;Reservoir Computing;Ensemble Feature Extraction","Privacy;Neural networks;Computer architecture;Propulsion;Reservoirs;Feature extraction;Security","","","","14","IEEE","16 Jun 2023","10-11 Feb. 2023","10-11 Feb. 2023","IEEE","IEEE Conferences"
"Context-Preserving and Sparsity-Aware Temporal Graph Network for Unified Face Forgery Detection","K. D. K. Yadav; I. Kavati; A. S. Kurella; S. Jain; Y. Katare","National Institute of Technology Warangal, India; National Institute of Technology Warangal, India; National Institute of Technology Warangal, India; National Institute of Technology Warangal, India; National Institute of Technology Warangal, India",IEEE Transactions on Consumer Electronics,"","2025","PP","99","1","1","Deepfakes and face forgeries continue to evolve, posing significant threats to consumer privacy, reputation, and public security. Existing deep learning approaches often focus on spatial inconsistencies but fail to capture relational context across facial regions and long-term temporal anomalies such as unnatural blinking or lip synchronization errors. We propose EDRL, a lightweight model that effectively captures spatiotemporal relational dependencies for robust face forgery detection. The architecture incorporates a Spatio-Temporal Attention (STA) module built upon a lightweight MC318 3D convolutional backbone, enabling motion-aware feature extraction and region-specific attention mapping. A Sparsity-Aware Edge Dropping Relation Learner (EDRL) constructs adaptive facial graphs by pruning redundant and less informative edges. A Temporal Adaptive Aggregation Network (TAAN) then aggregates frame-level features, ensuring that temporally significant representations are preserved even after edge pruning. Extensive evaluations show that EDRL achieves 98.4% accuracy on CASIA-FASD and reduces HTER by 6.2% on Replay-Attack compared to state-of-the-art baselines, while maintaining competitive results on digital forgery datasets. By enhancing robustness to diverse manipulations while reducing computational overhead, EDRL contributes towards a secure, lightweight, and deployable framework suitable for real-world applications.","1558-4127","","10.1109/TCE.2025.3633697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250982","Spatio-Temporal attention;DeepFake detection;Face Forgery;graph convolution network;relation learning","Forgery;Faces;Adaptation models;Robustness;Image edge detection;Transformers;Deepfakes;Computational modeling;Training;Feature extraction","","","","","IEEE","17 Nov 2025","","","IEEE","IEEE Early Access Articles"
"Deepfake Face Images: Explainable Detection using Deep Neural Networks and Class Activation Mapping","B. Sugiantoro","Department of Informatics Faculty of Science and Technology, Universitas Islam Negeri Sunan Kalijaga, Yogyakarta, Indonesia",2024 IEEE International Symposium on Consumer Technology (ISCT),"17 Dec 2024","2024","","","86","90","Our study presents an improved method for detecting deepfake content using advanced explainable artificial intelligence (XAI) techniques. We focused on enhancing deep neural networks, specifically Residual Network (ResNet) models such as ResNet50V2, ResNet101V2, and ResNet152V2, with Gradient-weighted Class Activation Mapping (Grad-CAM) to more accurately differentiate between real and artificial faces. The addition of XAI principles through Grad-CAM not only increases the detection accuracy but also makes the decision-making process of the models transparent, fostering trust, and making the technology more accessible for real-world applications. We evaluated our models using the FFHQ dataset, which comprises a vast array of real and fake facial images. The results demonstrated significant improvements in both precision and recall rates across all models with the integration of Grad-CAM. Specifically, the enhanced ResNet50V2 model achieved a precision of 87% for fake images and 94% for real images, with recall rates of 94% for fake images and 86% for real images, resulting in f1 scores of 90% for both classes. The ResNet101V2 and ResNet152V2 models with Grad-CAM also showed notable improvements, with the ResNet101V2 + Grad-CAM model reaching a precision of 87% for fake and 96% for real, and the ResNet152V2 + Grad-CAM model achieving a precision of 90% for fake and 92% for real, both with high recall and f1 scores, highlighting the precision and reliability of the method. Our approach not only addresses the challenge of detecting deepfakes with high accuracy but also balances the model complexity with computational efficiency. Despite some limitations, such as data set biases and occasional misclassifications, our method significantly advances digital media authentication and shows promising prospects for identity and security verification. Future work will focus on refining these models, emphasizing the importance of XAI, and exploring their application to broader image-classification challenges to strengthen defenses against the evolving threat of deepfake technology.","2159-1423","979-8-3503-6519-1","10.1109/ISCT62336.2024.10791156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10791156","Deepfake;Detection;Explainable Artificial Intelligence;Grad-CAM;ResNet","Training;Deepfakes;Accuracy;Explainable AI;Computational modeling;Decision making;Media;Complexity theory;Faces;Testing","","2","","18","IEEE","17 Dec 2024","13-16 Aug. 2024","13-16 Aug. 2024","IEEE","IEEE Conferences"
"Using Local Phase Quantization to Identify Fake Faces in Online Social Networks","S. Kundu; T. Ghosh; R. Naskar","Dept. of Computing Technologies, S.R.M. Institute of Science and Technology, Chennai, India; Dept. of Information Technology, Indian Institute of Engineering Science and Technology, Shibpur, India; Dept. of Information Technology, Indian Institute of Engineering Science and Technology, Shibpur, India",TENCON 2024 - 2024 IEEE Region 10 Conference (TENCON),"5 Mar 2025","2024","","","323","326","The rapid advancement of Generative AI, especially Generative Adversarial Networks (GANs), has increased the issue of fake news on Online Social Networks (OSNs) by generating deceptive face images for social media profiles. Although existing detection methods are accurate, their effectiveness decreases when images are post-processed, which is common on OSNs. In this paper, we present LPQ-Net, a model combining Local Phase Quantization (LPQ) for feature extraction with a CNN-based classifier. We explore two variants: one sets a new benchmark in detecting StyleGAN2-generated images, and the other excels in identifying images shared on Facebook, WhatsApp, and Instagram. LPQ-Net also operates with minimal parameters, outperforming state-of-the-art methods and making it ideal for resource-constraint applications. Furthermore, our solution demonstrates its effectiveness by performing exceptionally well in detecting images generated by various Diffusion models. We further show that incorporating LPQ features into fine-tuned classifiers like ResNet50, ResNet101, InceptionV3, and DenseNet121 significantly improves performance.","2159-3450","979-8-3503-5082-1","10.1109/TENCON61640.2024.10903070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903070","Deepfake Detection;GAN;Diffusion Models;Digital Image Forensics","Freeware;Quantization (signal);Accuracy;Social networking (online);Feature extraction;Web sites;Multimedia communication;Internet telephony;Faces;Residual neural networks","","1","","13","IEEE","5 Mar 2025","1-4 Dec. 2024","1-4 Dec. 2024","IEEE","IEEE Conferences"
"Advanced Temporal Analysis for Deepfake Detection using XceptionNet in Media Forensics","K. M; L. S; K. S; A. D. J","Department of CSE, Karpagam Academy of Higher Education, Coimbatore, India; Department of CSE, Karpagam Academy of Higher Education, Coimbatore, India; Department of CSE, Karpagam Academy of Higher Education, Coimbatore, India; Department of CSE, Faculty of Engineering, Karpagam Academy of Higher Education, Coimbatore, India",2025 8th International Conference on Computing Methodologies and Communication (ICCMC),"4 Sep 2025","2025","","","1224","1228","Deepfakes videos through advanced AI models, pose a significant threat due to their deceptive realism. This paper presents a deepfake detection framework based on XceptionNet, which provides depthwise separable convolutions for fine-grained image analysis. The proposed system processes both static images and video by detecting and aligning faces, enabling consistent frame-level analysis. Furthermore, for videos, each frame is analyzed using XceptionNet, followed by temporal feature extraction through LSTM and CNN to capture subtle facial expressions and motion variations. The model was evaluated on multiple datasets, achieving strong precision, recall, and F1-scores at both frame and video levels. Results show that the XceptionNet-based approach reliably distinguishes real from manipulated content. However, limitations remain due to dataset diversity and computational complexity, highlighting directions for future research.","","979-8-3315-1211-8","10.1109/ICCMC65190.2025.11140668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140668","Deepfake Detection;Media Forensics. XceptionNet;Generative Models;Artificial Intelligence;Synthetic Media;Face Detection;Temporal Feature Analysis","Deepfakes;Computational modeling;Forensics;Media;Feature extraction;Real-time systems;Face detection;Computational complexity;Artificial intelligence;Long short term memory","","","","15","IEEE","4 Sep 2025","23-25 July 2025","23-25 July 2025","IEEE","IEEE Conferences"
"Artifacts-Disentangled Adversarial Learning for Deepfake Detection","X. Li; R. Ni; P. Yang; Z. Fu; Y. Zhao","Institute of Information Science, Beijing Jiaotong University, Beijing, China; Institute of Information Science, Beijing Jiaotong University, Beijing, China; Hubei Key Laboratory of Intelligent Vision Based Monitoring for Hydroelectric Engineering, China Three Gorges University, Yichang, China; Institute of Information Science, Beijing Jiaotong University, Beijing, China; Institute of Information Science, Beijing Jiaotong University, Beijing, China",IEEE Transactions on Circuits and Systems for Video Technology,"4 Apr 2023","2023","33","4","1658","1670","Due to the development of facial manipulation technologies, the generated deepfake videos cause a severe trust crisis in society. Existing methods prove that effective extraction of the artifacts introduced during the forgery process is essential for deepfake detection. However, since the features extracted by supervised binary classification contain a lot of artifact-irrelevant information, existing algorithms suffer severe performance degradation in the case of the mismatch between training and testing datasets. To overcome this issue, we propose an Artifacts-Disentangled Adversarial Learning (ADAL) framework to achieve accurate deepfake detection by disentangling the artifacts from irrelevant information. Furthermore, the proposed algorithm provides visual evidence by effectively estimating artifacts. Specifically, Multi-scale Feature Separator (MFS) in the disentanglement generator is designed to precisely transmit the artifact features and optimize the connection between the encoder and decoder. In addition, we design an Artifacts Cycle Consistency Loss (ACCL) which uses the disentangled artifacts to construct new samples and enables pixel-level supervised training for the generator to estimate more accurate artifacts. The symmetric discriminators are paralleled to differentiate the constructed samples from the original images in both fake and real domains, making the adversarial training process more stable. Extensive experiments on existing benchmarks demonstrate that the proposed method outperforms the state-of-the-art approaches.","1558-2205","","10.1109/TCSVT.2022.3217950","National Key Research and Development Program of China(grant numbers:2021ZD0112100); National Natural Science Foundation of China(grant numbers:U1936212,62120106009); Beijing Natural Science Foundation(grant numbers:4222014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931753","Deepfake detection;video forensics;artifacts;disentanglement learning","Deepfakes;Feature extraction;Forgery;Face recognition;Faces;Visualization;Training","","60","","48","IEEE","28 Oct 2022","April 2023","","IEEE","IEEE Journals"
"Real-Time Binary Classification of Real and Fake Faces via MobileNetV2 and Transfer Learning","K. Mehta; R. Jain; M. Raval; S. Ajakiya; I. Jotaniya","Department of Information Technology, Marwadi University, Rajkot, India; Department of Information Technology, Marwadi University, Rajkot, India; Department of Information Technology, Marwadi University, Rajkot, India; Department of Information Technology, Marwadi University, Rajkot, India; Department of Information Technology, Marwadi University, Rajkot, India",2025 International Conference on Engineering Innovations and Technologies (ICoEIT),"31 Oct 2025","2025","","","710","715","In this paper, we present a real time binary classification for classifying real and fake Human face images using MobileNetV2 and transfer learning. In order to overcome the high computational cost and scalability limitation of the existing deepfake detection methods, we propose the frame level-based analysis model from the dataset Celeb-DF (v2). Through the frame extraction, data augmentation, and normalization steps, a generalization is reinforced. With the help of dropout and early stopping, the validation accuracy improved to 95.14 % after fine tuning the MobileNetV2 architecture. This is also accompanied by good recall and precision for both classes. Deployment on resource constrained devices is possible due to the lightweight nature of the model, allowing for the use of it in real time digital forensics and content verification. The contributions of this work are a scalable and fast method for deepfake detection with more accurate, faster, and deployable performance than existing methods.","","979-8-3315-2595-8","10.1109/ICoEIT63558.2025.11211661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211661","convolutional neural networks;deepfake detection;mobilenetv2;real-time classification;transfer learning","Deepfakes;Accuracy;Computational modeling;Scalability;Transfer learning;Digital forensics;Real-time systems;Data mining;Convolutional neural networks;Faces","","","","23","IEEE","31 Oct 2025","4-5 July 2025","4-5 July 2025","IEEE","IEEE Conferences"
"An Investigation of Face Detection and Feature Extraction Techniques in Deepfake Detection Using a Multi-Model Machine Learning Approach","M. M. Rahman; M. M. R. Computer; N. Das; M. S. Uddin; R. S. Shammah; M. M. Rahman","College of Technology & Engineering, Westcliff University, Irvine, California, USA; Systems Technology, Louisiana State University Shreveport, Louisiana, USA; Management Information Systems, International American University, Los Angeles, California, USA; College of Technology & Engineering, Westcliff University, Irvine, California, USA; Technology & Engineering, Westcliff University, Irvine, California, USA; System Engineer, sBIT Inc, California, USA",2025 3rd International Conference on Business Analytics for Technology and Security (ICBATS),"3 Dec 2025","2025","","","1","8","The development of deepfake technologies has outpaced the development of means to detect manipulated videos, presenting challenges in media security and forensic digital analysis. In this work, we applied a multimodel machine learning approach that incorporates both traditional and modern deep learning classifiers to deepfake video detection. The research used a subset of the dataset, which contained 401 training samples and 400 test samples, but with a large imbalance in classes towards FAKE videos. Our approach consisted of data preprocessing, conducting EDA, face detection using Haar Cascade Classifiers in OpenCV, and data feature extraction. Various models including Random Forest, Support Vector Machines, and Convolutional Neural Networks (CNNs) were taught and measured based on the model's accuracy, precision, recall and F1 score. The deep learning model outperformed the others in every measurement, proving its proficiency in detecting deepfake video artifacts. This study illustrates deepfake detection underscores the fusion of classical machine learning with contemporary deep learning models provides a powerful response to the ever-increasing threat of deepfake videos.","","979-8-3315-3827-9","10.1109/ICBATS66542.2025.11258249","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11258249","Deepfake Detection;Machine Learning;Convolutional Neural Networks (CNN);Face Detection;Feature Extraction;Deepfake Artifacts;Media Security;Data Augmentation;Video Manipulation","Deep learning;Deepfakes;Accuracy;Computational modeling;Machine learning;Media;Feature extraction;Face detection;Security;Convolutional neural networks","","","","52","IEEE","3 Dec 2025","1-2 May 2025","1-2 May 2025","IEEE","IEEE Conferences"
"Towards a Universal Synthetic Video Detector: From Face or Background Manipulations to Fully AI-Generated Content","R. Kundu; H. Xiong; V. Mohanty; A. Balachandran; A. K. Roy-Chowdhury","Google LLC; Google LLC; Google LLC; Google LLC; University of California, Riverside",2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"13 Aug 2025","2025","","","28050","28060","Existing DeepFake detection techniques primarily focus on facial manipulations, such as face-swapping or lip-syncing. However, advancements in text-to-video (T2V) and image-to-video (I2V) generative models now allow fully AI-generated synthetic content and seamless background alterations, challenging face-centric detection methods and demanding more versatile approaches.To address this, we introduce the Universal Network for Identifying Tampered and synthEtic videos (UNITE) model, which, unlike traditional detectors, captures full-frame manipulations. UNITE extends detection capabilities to scenarios without faces, non-human subjects, and complex background modifications. It leverages a transformer-based architecture that processes domain-agnostic features extracted from videos via the SigLIP-So400M foundation model. Given limited datasets encompassing both facial/background alterations and T2V/I2V content, we integrate task-irrelevant data alongside standard DeepFake datasets in training. We further mitigate the model’s tendency to over-focus on faces by incorporating an attention-diversity (AD) loss, which promotes diverse spatial attention across video frames. Combining AD loss with cross-entropy improves detection performance across varied contexts. Comparative evaluations demonstrate that UNITE outperforms state-of-the-art detectors on datasets featuring face/background manipulations and fully synthetic T2V/I2V videos, showcasing its adaptability and generalizable detection capabilities.","2575-7075","979-8-3315-4364-8","10.1109/CVPR52734.2025.02612","Google; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11094438","deepfake detection;synthetic video detection;video authenticity","Training;Deepfakes;Technological innovation;Detectors;Feature extraction;Transformers;Text to video;Faces;Standards;Synthetic data","","","","64","IEEE","13 Aug 2025","10-17 June 2025","10-17 June 2025","IEEE","IEEE Conferences"
