"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords"
"Gupta, V.; Srivastava, V.; Yadav, A.; Kumar Vishwakarma, D.K.; Kumar, N.","Gupta, Varun (58825872700); Srivastava, Vaibhav (59641846400); Yadav, Ankit (57216392985); Kumar Vishwakarma, Dinesh Kumar (56711360100); Kumar, Narendra (57448406900)","58825872700; 59641846400; 57216392985; 56711360100; 57448406900","FreqFaceNet: an enhanced transformer architecture with dual-order frequency attention for deepfake detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218634871&partnerID=40&md5=58a8ee5814c72cf68a4f661d3d15068e","With the advent of AI-based image synthesis tools and techniques, Deepfakes have become a serious problem as they pose a massive threat to one’s information security and personal privacy. Several architectures have been proposed to achieve robust Deep Fake detection. However, these methods suffer a drastic drop in performance if the images are visually degraded or have low resolution. To resolve these two issues, a novel FreqFaceNet model has been proposed that employs two novel attentions namely, Wavelet Attention and Fourier Attention, for extracting important frequency-based features from low-resolution images. The extraction of frequency-based features ensures minimal interference of noise due to image compression or low resolution. The proposed model excels on two public benchmark datasets—the DFDC and CelebDF. On the DFDC dataset, FreqFaceNet achieves 98.041% accuracy, an AUC value of 99.748, and a Mathews Correlation Coefficient (MCC) value of 93.857, while on the CelebDF dataset, it obtains an accuracy of 98.325%, an AUC value of 99.81, and an MCC value of 92.819. Qualitative analysis of the proposed model indicates strong classification capabilities. An ablation study has also been conducted to verify the complementary contributions of both Wavelet and Fourier Attention mechanisms. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.","Attention mechanism; Deepfake detection; Fourier transform; Frequency domain; Vision transformer; Wavelet"
"Luo, X.; Wang, Y.","Luo, Xinyu (59736504900); Wang, Yu (55734069900)","59736504900; 55734069900","Frequency-Domain Masking and Spatial Interaction for Generalizable Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002577421&partnerID=40&md5=514607a29b8cc275e52351f2eb36ded0","Over the past few years, the rapid development of deepfake technology based on generative models has posed a significant threat to the field of information security. Despite the notable progress in deepfake-detection methods based on the spatial domain, the detection capability of the models drops sharply when dealing with low-quality images. Moreover, the effectiveness of detection relies on the realism of the forged images and the specific traces inherent to particular forgery techniques, which often weakens the models’ generalization ability. To address this issue, we propose the Frequency-Domain Masking and Spatial Interaction (FMSI) model. The FMSI model innovatively introduces masked image modeling in frequency-domain processing. This prevents the model from focusing too much on specific frequency-domain features and enhances its generalization ability. We design a high-frequency information convolution module for spatial and channel dimensions to help the model capture subtle forgery traces more effectively. Also, we creatively design a dual stream architecture for frequency-domain and spatial-domain information interaction and overcome single-domain detection limitations. Our model is tested on three public benchmark datasets (FaceForensics++, Celeb-DF, and WildDeepfake) through intra-domain and cross-domain experiments. The detection and generalization capabilities of the model are evaluated using the AUC and EER metrics. The experimental results demonstrate that our model not only possesses high detection capability but also exhibits excellent generalization ability. © 2025 by the authors.","deepfake detection; Fourier transform; masked image modeling; vision transformer"
"Dong, J.; Deng, Z.; Li, X.; Wang, S.","Dong, Jiale (59426734600); Deng, Zhengjie (55449481900); Li, Xiyan (51665335400); Wang, Shiyun (57219391654)","59426734600; 55449481900; 51665335400; 57219391654","Deepfake detection method based on multi-feature fusion of frequency domain and spatial domain; 基于频域和空域多特征融合的深度伪造检测方法","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217905606&partnerID=40&md5=86c2fcbe19195947ed8ba520fa654fed","In today’s society, the rapid advancement of facial forgery technology has posed a substantial challenge to social security, especially in the context where deep learning techniques have been widely employed to generate realistic fake videos. These high-quality forged contents not only threaten personal privacy but can also be utilized for illegal activities. Faced with this challenge, traditional forgery detection methods based on single features have become inadequate to meet detection demands. To address this issue, a deepfake detection method based on multi-feature fusion in both frequency and spatial domains was proposed to enhance the detection accuracy and generalization capability for facial forgeries. The frequency domain was dynamically divided into three bands to extract forgery artifacts that cannot be mined in the spatial domain. The spatial domain employed the EfficientNet_b4 network and Transformer architecture to segment image blocks at multiple scales, calculate differences between different blocks, perform detection based on consistency information between upper and lower image blocks, and capture more detailed forgery feature information. Finally, a fusion block using a query-key-value mechanism integrated the methods from the frequency and spatial domains, thereby more comprehensively mining feature information from both domains to enhance the accuracy and transferability of forgery detection. Extensive experimental results confirmed the effectiveness of the proposed method, demonstrating significantly superior performance compared to traditional deepfake detection methods. © 2025 Editorial of Board of Journal of Graphics. All rights reserved.","deepfake detection; EfficientNet_b4 network; feature fusion; frequency domain features; spatial domain features"
"Fang, S.; Zhang, Z.; Song, B.","Fang, Shuaijv (59752246300); Zhang, Zhiyong (56153229800); Song, Bin (36976236900)","59752246300; 56153229800; 36976236900","Deepfake Detection Model Combining Texture Differences and Frequency Domain Information","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003417956&partnerID=40&md5=dc1b65c7481a6171168517602e5701ca","In recent years, public security incidents caused by deepfake technology have occurred frequently around the world, which makes an efficient and accurate deepfake detection model crucial. The existing advanced methods use the manipulation features in the image to realize the binary classification of real and fake images by training complex neural network models. However, these models rely on a single manipulation feature, and the detection accuracy of these methods will be greatly reduced when the forgery technology or image quality of the training dataset and the validation dataset are different. Inspired by the existing work, we propose a two-stream collaborative learning framework that combines spatial texture differences and frequency information. The average difference convolution (ADC) is designed to extract the spatial texture difference information of the image, and the gray image frequency-aware decomposition (GFAD) is used to extract the artifact information of the image in the frequency domain. At the same time, the ViT idea is combined with cross-attention mechanism for feature fusion to comprehensively mine forged features in forged images. Experimental results show that the proposed model has good detection effects on three benchmark datasets. In terms of cross-dataset evaluation, the AUC on Celeb-DF dataset reaches 82.86%, which is better than the existing advanced methods. © 2025 Copyright held by the owner/author(s). Publication rights licensed to ACM.","Additional Key Words and PhrasesTexture difference; average difference convolution; cross-attention; deepfake detection; frequency domain information"
"Wan, Y.; Wang, J.; Cui, J.; Sun, Y.","Wan, Yuanfei (59661409700); Wang, Jian (59661001500); Cui, Jinrong (54913143700); Sun, Yunlian (55866644500)","59661409700; 59661001500; 54913143700; 55866644500","Exposing Audio-Visual Forgeries in Frequency Domain","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219214520&partnerID=40&md5=63431d02b43304a07d359ad723ccf0bd","Recently, the rapid development of deepfake technology attracted strong attention from the community. Some previous work on deepfake detection achieved good results in the frequency domain, which inspires us to combine frequency-domain information with temporal and spatial domains of visual to detect deepfakes. In addition, the audio signal can be represented in the frequency domain, so we can explore multimodal frequency-domain cues by combining audio and visual modalities. In this paper, we propose a Frequency-aware Audio-Visual Deepfake Detection(FAVDD) method. Specifically, we design a Frequency-Temporal-Spatial(FTS) visual encoder that extracts spatial, frequency, and temporal forgery cues and embeds them into visual features to form a unified representation. In addition, we project the audio signal into the frequency domain by Fourier transform and capture the forgery traces, which are later combined with visual features for deepfake detection. The results show that our proposed framework effectively combines multiple cues and achieves good results on three multimodal deepfake datasets. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","Audio-Visual; Deepfake Detection; Frequency; Multimodal"
"Zhou, K.; Sun, G.; Wang, J.; Wang, J.; Yu, L.","Zhou, Kai (57219160695); Sun, Guanglu (46961469200); Wang, Jun (57203534543); Wang, Jiahui (58519282400); Yu, Linsen (13609451800)","57219160695; 46961469200; 57203534543; 58519282400; 13609451800","FLAG: frequency-based local and global network for face forgery detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188841097&partnerID=40&md5=6bb7914944d5f436b0a8c7440a05bdbd","Deepfake detection aims to mitigate the threat of manipulated content by identifying and exposing forgeries. However, previous methods primarily tend to perform poorly when confronted with cross-dataset scenarios. To address the above issue, we propose an innovative hybrid network called the Frequency-based Local and Global (FLAG) network to explore local and global information with the help of frequency-domain cues for better generalization capability. In consideration of the fact that forged faces often exhibit flaws in the frequency domain, we design a Frequency-based Attention Enhancement Module (FAEM) to enhance the aggregation of CNN and Vision Transformer (ViT). In this design, local features from CNN are attentively enhanced by selected frequency coefficients in FAEM, facilitating generalizable global features learning by the ViT module. The effectiveness of the proposed method is validated via numerous experiments and the generalization performance is improved under cross-dataset scenarios. Especially, the proposed method have obtained an AUC of 99.26% and an ACC of 96.56% using intra-dataset experimental results on FaceForensics++ (C23). © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","Channel attention; Deepfake detection; Hybrid network; Multimedia forensics; Vision transformer"
"Shi, Z.; Lin, C.; Zhao, Z.; Peer, P.; Shen, C.","Shi, Zhengli (60206614100); Lin, Chenhao (57221245073); Zhao, Zhengyu (57197811483); Peer, Peter (7003277146); Shen, Chao (36446592900)","60206614100; 57221245073; 57197811483; 7003277146; 36446592900","Evading Deepfake Detectors via Adversarially Degrading and Restoring Forged Images","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022601826&partnerID=40&md5=2ef2bc6a6b9cab6c9731e262cec19f83","Deepfake detection can prevent the misuse of deep generative techniques but is known to be vulnerable to adversarial attacks. However, most existing attacks introduce noticeable noise, resulting in an unsatisfactory trade-off between attack effectiveness and imperceptibility. In this paper, we propose a new generative attack based on adversarially Degrading and Restoring (DR) fake images, eliminating the use of noisy perturbations. Specifically, degradation works by removing high-frequency deepfake artifacts with the guidance of adversarial loss from the detector, and the subsequent restoration aims to maintain the image quality by restoring high-frequency details of natural images. Our analysis confirms that combining degradation and restoration effectively aligns the distribution of adversarial (fake) images and real images in both frequency and pixel domains. Our experimental results across eight popular detectors and three popular deep-fake datasets prove the effectiveness of our method compared with several state-of-the-art methods. Our code is available at https://github.com/fanoflck/DR-attack. © 2025 IEEE.","Adversarial attack; Deepfake detection; Image degradation and restoration"
"Chen, T.; Hu, J.; Yang, S.","Chen, Tiewen (58897683400); Hu, Jing (57192187866); Yang, Shanming (60198383900)","58897683400; 57192187866; 60198383900","Deepfake detection based on Spatio-Temporal Fusion","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022067609&partnerID=40&md5=e2b3a1d8d3b62b722a628fa1b6c6e136","To address the limitations of existing detection algorithms that utilize temporal information but are weak in extracting local information of forged traces, this paper introduces a detection algorithm for forged faces which based on spatiotemporal feature fusion. The algorithm comprises a spatial-frequency domain hybrid feature enhancement module and a frequency-aware dynamic gating unit module. Through the frequency domain, the high-frequency components of forged traces are enhanced to capture the global spatial and local frequency-domain cues. Subsequently, the frequency-aware dynamic gating unit is employed to amplify subtle cues in the temporal dimension that are difficult to discern. These cues from both dimensions are then integrated through an information fusion module to obtain a more comprehensive feature representation. Experimental results demonstrate that the proposed algorithm exhibits superior generalization performance on datasets in the forged domain. © 2025 IEEE.","deepfake detection; Feature Enhancement; Spatiotemporal Feature Fusion"
"He, Z.; Guo, Z.; Wang, L.; Yang, G.; Diao, Y.; Ma, D.","He, Ziyuan (59925900300); Guo, Zhiqing (57219672095); Wang, Liejun (16833826600); Yang, Gaobo (8647279200); Diao, Yunfeng (57222760580); Ma, Dan (59925783500)","59925900300; 57219672095; 16833826600; 8647279200; 57222760580; 59925783500","WaveGuard: Robust Deepfake Detection and Source Tracing via Dual-Tree Complex Wavelet and Graph Neural Networks","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020986670&partnerID=40&md5=f1e1fa362bf8d11229c7e006907184a4","Deepfake technology has great potential in the field of media and entertainment, but it also brings serious risks, including privacy disclosure and identity fraud. To counter these threats, proactive forensic methods have become a research hotspot by embedding invisible watermark signals to build active protection schemes. However, existing methods are vulnerable to watermark destruction under malicious distortions, which leads to insufficient robustness. Moreover, embedding strong signals may degrade image quality, making it challenging to balance robustness and imperceptibility. Although watermarked images look natural, their underlying structures are often different from the original images, which is ignored by traditional watermarking methods. To address these issues, this paper proposes a proactive watermarking framework called WaveGuard, which explores frequency domain embedding and graph-based structural consistency optimization. In this framework, the watermark is embedded into the high-frequency sub-bands by dual-tree complex wavelet transform (DT-CWT) to enhance the robustness against distortions and deepfake forgeries. By leveraging joint sub-band correlations and selected sub-band combinations, the framework enables robust source tracing and semi-robust deepfake detection. To enhance imperceptibility, we propose a Structural Consistency Graph Neural Network (SC-GNN) that constructs graph representations of the original and watermarked images to ensure structural consistency and reduce perceptual artifacts. Experimental results show that the proposed method performs exceptionally well in face swap and face replay tasks. © 1991-2012 IEEE.","Deepfake Detection; Frequency-domain Embedding; Graph Neural Network (GNN); Source Tracing"
"Erukude, S.T.; Marella, V.C.; Veluru, S.R.","Erukude, Sai Teja (59487510000); Marella, Viswa Chaitanya (60110797200); Veluru, Suhasnadh Reddy (60110890900)","59487510000; 60110797200; 60110890900","Fourier-Based GAN Fingerprint Detection Using ResNet50","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020968105&partnerID=40&md5=5a955da0981bfbd0c968cab3fd7a921a","The rapid rise of photorealistic images produced from Generative Adversarial Networks (GANs) poses a serious challenge for image forensics and industrial systems requiring reliable content authenticity. This paper uses frequency-domain analysis combined with deep learning to solve the problem of distinguishing StyleGAN-generated images from real ones. Specifically, a two-dimensional Discrete Fourier Transform (2D DFT) was applied to transform images into the Fourier domain, where subtle periodic artifacts become detectable. A ResNet50 neural network is trained on these transformed images to differentiate between real and synthetic ones. The experiments demonstrate that the frequency-domain model achieves a 92.8 percent and an AUC of 0.95, significantly outperforming the equivalent model trained on raw spatial-domain images. These results indicate that the GAN-generated images have unique frequency-domain signatures or 'fingerprints'. The method proposed highlights the industrial potential of combining signal processing techniques and deep learning to enhance digital forensics and strengthen the trustworthiness of industrial AI systems. © 2025 IEEE.","Deepfake Detection; Frequency-Domain Analysis; Image Forensics; StyleGAN Fingerprints; Trustworthy AI Systems"
"Song, X.; Wu, C.; Liu, Z.","Song, Xiaohong (59529053200); Wu, Chuankun (7501669847); Liu, Zhuo (59529495300)","59529053200; 7501669847; 59529495300","SpectralFusionNet: Adaptive Frequency-Spatial Feature Fusion for Robust Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018047395&partnerID=40&md5=6cf57967a053f11e8493a60bc1fdb6bd","With the rapid advancement of Generative Adversarial Networks (GANs), deepfake technology poses significant threats to social trust and information security, while current detection methods suffer from limited generalization ability, single feature dependency, and insufficient environmental robustness. To address these challenges, this paper proposes SpectralFusion-Net (SFN), a novel deepfake detection framework that adaptively fuses frequency domain and spatial domain. SFN introduces four key innovations: (1) An end-to-end fusion architecture enabling dynamic interaction between frequency-spatial domain features, (2) a frequency domain dynamic selection network that adaptively evaluates the importance of different frequency components, (3) a dual-channel attention fusion strategy for effective integration of complex frequency spectrum components, and (4) an adaptive frequency domain mask generation mechanism for flexible adaptation to different forgery types. Extensive experiments on DFFD and FaceForensics++ datasets demonstrate that SFN achieves superior performance with 96.05% average accuracy on FF++ and maintains 90.46% accuracy under heavy compression scenarios (c40), significantly outperforming existing methods in detection accuracy, generalization ability, and environmental robustness, particularly when facing unknown forgery types and low-quality images. © 2025 IEEE.","Attention mechanism; Deepfake detection; Feature fusion; Frequency domain analysis; Generative adversarial networks"
"Dutta, A.; Kumar das, A.K.; Naskar, R.; Chakra, R.S.","Dutta, Anurag (57820449400); Kumar das, Arnab (58264994300); Naskar, Ruchira (53866980700); Chakra, Rajat Subhra (60126927000)","57820449400; 58264994300; 53866980700; 60126927000","WaveDIF: Wavelet Sub-Band based Deepfake Identification in Frequency Domain","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017846289&partnerID=40&md5=25e3a49c32a6741b8757607c50b2db66","With the more realistic convergence of Deepfakes, its' identification becomes more demanding. Recently, numerous deepfake detection techniques have been proposed, most of which are in the spatio-temporal domain. While these methods have shown promise, many of them neglect convincing artifacts that exhibit different patterns across frequency domains. This research proposes WaveDIF, a strict frequency domain, lightweight deepfake video detection algorithm using wavelet sub-band energies. In WaveDIF, for feature extraction, each video undergoes a Discrete Fourier Transform to filter out high-frequency noisy details (quite evident in deepfakes). These representations are then decomposed into their respective wavelet sub-bands -LL (Low-Low), LH (Low-High), HL (High-Low), and HH (High-High) passing them through a Haar Filter, following which the energy values (particular to each sub-band) are computed. These energy values are then used to learn a linear decision boundary (using regression analysis), which is then used for classification. This enables an interpretable, lightweight deterministic technique for the detection of synthesized videos, besides achieving an accuracy comparable to the state-of-the-art. Experimental results on popular deepfake video datasets shows over 92% accuracy for in-dataset evaluation, and 88% accuracy for cross dataset evaluation. © 2025 IEEE.","discrete fourier transform; discrete wavelet transform; frequency domain analysis; lightweight deepfake detection; wavelet sub-band energies"
"Liu, X.; Xiao, W.; Lin, X.; He, S.; Huang, C.; Guo, D.","Liu, Xianming (60118108300); Xiao, Wenrun (60117986400); Lin, Xiaofeng (59680665300); He, Shan (60117511700); Huang, Chao (58417295100); Guo, Donghui (60117986500)","60118108300; 60117986400; 59680665300; 60117511700; 58417295100; 60117986500","Deepfake Detection via Spatial-Frequency Attention Network","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017314242&partnerID=40&md5=c37b3444363187c47cd60d674dec515e","Artificial Intelligence Generated Content (AIGC) makes creating realistic synthetic media a breeze. Facial forgery technologies threaten consumer electronics, such as smartphones, intelligent payment systems, and smart home Internet of Things (IoT) devices. These threats undermine identity authentication security and compromise user privacy. To address this problem, this paper introduces a wavelet-based Spatial and Frequency Domain Attention Network (SFANet) for deepfake detection. The SFANet comprises a wavelet transform-based feature decoupling module, a dual attention module, and a cross-modality fusion module. The spatial features are first decomposed into high and low-frequency components by wavelet transform. Subsequently, a dual attention mechanism is built to adjust frequency-domain weights dynamically. Finally, a cross-modality fusion module is introduced to integrate spatial and frequency-domain features for enhanced detection. Experimental results on three benchmark datasets, namely FaceForensics++, WildDeepfake, and Celeb-DF V2, prove that SFANet achieves superior detection performance compared to state-of-the-art models. This research provides a powerful tool to combat AI-driven misinformation and advances the field of synthetic content detection in consumer electronics. The implementation of SFANet will be publicly available at. © 1975-2011 IEEE.","Attention Mechanism; Cross-Domain Fusion; Deepfake Detection; Frequency Domain; Wavelet Transform"
"Li, Z.; Tang, W.; Gao, S.; Wang, Y.; Wang, S.","Li, Zifeng (59319982600); Tang, Wenzhong (36024278400); Gao, Shijun (59319890500); Wang, Yanyang (36127687700); Wang, Shuai (53983404200)","59319982600; 36024278400; 59319890500; 36127687700; 53983404200","Representation Alignment For Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015865303&partnerID=40&md5=cccf2e3d3324bd892fac8a24fe2d1389","DeepFake detection faces growing challenges with the rapid advancement of generative models, enabling the creation of increasingly sophisticated forgeries. Existing methods often rely on heuristic features from spatial or frequency domains without effectively integrating them into backbone architectures to capture general forgery representations. To address this, we propose the Representation Alignment (RA) technique to enhance backbone design by incorporating high-quality external semantic features. By aligning intermediate representations, RA enables the detector to capture robust spatial attributes and discriminative frequency features, improving its ability to generalize across diverse forgery types. The proposed RA-enhanced Xception detector demonstrates superior performance in both within-domain and cross-domain evaluations. These results validate the effectiveness of RA in enhancing generalization and robustness, offering a lightweight and efficient approach for advancing DeepFake detection. ©2025 IEEE.","DeepFake Detection; Forgery generalization; Representation Alignment; Xception detector"
"Sharma, V.K.; Rawat, S.","Sharma, Vishal Kumar (57199918726); Rawat, Seema (56521132600)","57199918726; 56521132600","Enhancing Deepfake Detection Through Dynamics of Facial Expressions","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013073675&partnerID=40&md5=30de418a8e7de90a2320f9a0c5812b6a","The rapid evolution of deepfake technology poses significant threats to digital security, media integrity, and public trust, necessitating the development of robust detection frame-works. Traditional deepfake detection methods primarily rely on pixel inconsistencies, frequency-domain analysis, or handcrafted features, but these approaches are increasingly vulnerable to advanced generative models that produce high-fidelity manipulations. In this study, we introduce MADDM, a Masked Autoencoder-based deepfake detection model that leverages facial expression dynamics to identify inconsistencies in muscle coordination - an aspect that remains challenging for deepfake generators to replicate accurately. Our model is trained in a self-supervised manner, first learning natural facial expressions from real datasets and then detecting anomalies in synthetic videos by reconstructing masked facial regions. Evaluations on Celeb-DF, DFDC, and FaceForensics++ datasets demonstrate that MADDM significantly outperforms existing detection methods, achieving an average accuracy of 81.1%, with state-of-the-art performance on Celeb-DF (86.3%). Further analysis through intra-dataset and cross-dataset testing confirms the model's superior generalization capabilities. The results highlight the potential of expression-based deepfake detection as a powerful and scalable solution for digital forensics and misinformation control. Future research should explore real-time implementation, transformer-based optimizations, and adversarial training strategies to enhance detection efficiency against evolving deepfake techniques. © 2025 IEEE.","convolutional neural network; deepfake detection; facial expressions analysis; masked auto encoders; spatio temporal"
"Maan, H.; Hooda, H.; Verma, H.; Kaushal, A.","Maan, Himanshu (60022961700); Hooda, Hemang (60023530100); Verma, Harshit (60023244200); Kaushal, Anukriti (58178665700)","60022961700; 60023530100; 60023244200; 58178665700","FALCON: Frequency-Aware Lightweight Convolutional Optimized Network","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012162760&partnerID=40&md5=8e26070b87d6027c98a51394779fd261","The rise of deepfakes-images or videos that are manipulated using AI techniques like GANs-has created serious challenges in the areas of media trust, security, and online safety. Many existing methods for detecting deepfakes depend on visible image features or large, complex models like transformers. These models often struggle to detect newer types of deepfakes and require high computational power, which makes them hard to use on mobile or low-power devices. To address these issues, we propose FALCON (Frequency-Aware Lightweight Convolutional Optimized Network), a simple and efficient deep learning model for deepfake detection. The main goal of FALCON is to improve accuracy while keeping the model small and fast enough to run on real-time systems and low-resource devices. FALCON works in the frequency domain, where deepfakes often leave hidden traces. It uses three key techniques: High-Frequency Residual Injection (HFRI) to boost fake signals early in the network, Frequency Convolutional Layers (FCL) to analyze amplitude and phase patterns, and High-Frequency Refined Features (HFRF) to improve feature detection in deeper layers. We trained the model using techniques like mixed-precision, gradient clipping, and early stopping for better performance and stability. On the Kaggle 'Deepfake and Real Images' dataset, FALCON achieved 90% accuracy, 0.90 F1-score, and 0.97 AUC, outperforming other lightweight models. FALCON is ideal for real-time, reliable deepfake detection on everyday devices. This study highlights the effectiveness of frequency-domain learning as a practical and generalizable approach for deepfake detection. © 2025 IEEE.","Convolutional Neural Networks; Deep Learning; Deepfake Detection; Frequency Domain; High-Frequency Features"
"Liu, C.; Zhang, G.; Guo, S.; Li, Q.; Jeon, G.; Gao, M.","Liu, Changcun (59985636800); Zhang, Guisheng (57865198700); Guo, Siyou (59173914500); Li, Qilei (57202858223); Jeon, Gwanggil (15022497800); Gao, Mingliang (26634962800)","59985636800; 57865198700; 59173914500; 57202858223; 15022497800; 26634962800","Context-Aware Deepfake Detection for Securing AI-Driven Financial Transactions","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010339808&partnerID=40&md5=eb51e693f6e06609779b9c5c6398cf92","The rapid advancement of deepfake technology has threatened the community’s sense of security, particularly in the context of face-based payment systems. Thus, deepfake detection has emerged as a critical issue demanding immediate attention. However, the generalization performance of existing detection models is limited as they are overly reliant on specific forged features while ignoring the common forged features. To address this problem, we introduce the context-aware decoupling network (CADNet) for deepfake detection. Specifically, a context self-calibration (CSC) module is constructed to guide the network to focus on local forged regions. It enlarges possible regions to increase the likelihood of forgery cues. Meanwhile, a frequency domain decoupling (FDD) module is introduced to extract and fuse different frequency components. It realizes the collaborative representation optimization of global semantics and local details. The experimental results prove that the proposed model exhibits strong generalization capability across multiple standard datasets. It achieves average area under the curve (AUC) values of 98.64% for in-domain evaluation and 75.52% for cross-dataset generalization. © 2014 IEEE.","Context self-calibration (CSC); deepfake detection; facial payment; frequency domain decoupling (FDD); generalization"
"Shi, Z.; Chen, H.; Jia, Y.; Zhang, D.; Lu, W.; Yang, X.","Shi, Zenan (57188923911); Chen, Haipeng (35753222600); Jia, Yixin (59920788300); Zhang, Dong (57201567643); Lu, Wei (57715097700); Yang, Xun (56537180500)","57188923911; 35753222600; 59920788300; 57201567643; 57715097700; 56537180500","Customized Transformer Adapter With Frequency Masking for Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006898654&partnerID=40&md5=1e430ca137a569c37df2215e0fd87345","The rapid advancement of AI-generated content has intensified concerns over deepfakes due to increasingly sophisticated and visually convincing forgeries. To this end, the pre-trained Vision Transformer (ViT) model has become a de facto choice for deepfake detection, thanks to its powerful learning capability. Despite favorable results achieved by existing ViT-based methods, they have inherent limitations that could result in suboptimal performance in scenarios with continuously evolving forgery techniques, such as overfitting to single forgery patterns or placing excessive emphasis on dominant forgery regions. In this paper, we propose CUTA, a simple yet effective deepfake detection paradigm that utilizes ViT adapters as the medium and fully exploits the spatial- and frequency-domain features of given images to overcome the limitations of existing methods. Specifically, CUTA focuses on frequency domain masking within the input space, which obscures parts of the high-frequency image to intensify the training challenge while preserving subtle forgery cues in the frequency domain to facilitate comprehensive forgery representations. Furthermore, we propose two task-customized modules within the ViT model, i.e., the texture enhancement module and the multi-scale perceptron module, to seamlessly integrate local texture and rich contextual features. These two modules ensure an organic interaction between the task-specific forgery patterns and general semantic features within the pre-trained ViT framework. The experimental results on several publicly available benchmarks demonstrate CUTA’s superiority in performance, particularly showcasing its significant advantages in both cross-dataset and cross-manipulation scenarios. © 2005-2012 IEEE.","Deepfake detection; frequency domain masking; vision transformer; ViT adapter"
"Gu, S.; Qin, Z.; Xie, L.; Wang, Z.; Hu, Y.","Gu, Siqi (59156426900); Qin, Zihan (59462880900); Xie, Lizhe (36471460700); Wang, Zheng (57844595900); Hu, Yining (55768942900)","59156426900; 59462880900; 36471460700; 57844595900; 55768942900","Multiscale Features Integrated Model for Generalizable Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001581289&partnerID=40&md5=e7e38bf59b4fa206bb59ef76af207ee5","Within the domain of Artificial Intelligence Generated Content (AIGC), technological strides in image generation have been marked, resulting in the proliferation of deepfake images that pose substantial security threats. The current landscape of deepfake detection technologies is marred by limited generalization across diverse generative models and a subpar detection rate for images generated through diffusion processes. In response to these challenges, this paper introduces a novel detection model designed for high generalizability, leveraging multiscale frequency and spatial domain features. Our model harnesses an array of specialized filters to extract frequency-domain characteristics, which are then integrated with spatial-domain features captured by a Feature Pyramid Network (FPN). The integration of the Attentional Feature Fusion (AFF) mechanism within the feature fusion module allows for the optimal utilization of the extracted features, thereby enhancing detection capabilities. We curated an extensive dataset encompassing deepfake images from a variety of GANs and diffusion models for rigorous evaluation. The experimental findings reveal that our proposed model achieves superior accuracy and generalization compared to existing baseline models when confronted with deepfake images from multiple generative sources. Notably, in cross-model detection scenarios, our model outperforms the next best model by a significant margin of 29.1% for diffusion-generated images and 15.1% for GAN-generated images. This accomplishment presents a viable solution to the pressing issues of generalization and adaptability in the field of deepfake detection. © © 2025 Siqi Gu et al. International Journal of Intelligent Systems published by John Wiley & Sons Ltd.","Artificial Intelligence Generated Content; deepfake detection; diffusion model; generative adversarial networks"
