"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords"
"Ramteke, N.; P Ramteke, S.","Ramteke, Nilima Surendra (59958320300); P Ramteke, Surendra (60140571100)","59958320300; 60140571100","Enhanced security through face recognition and deepfake prevention","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018757473&partnerID=40&md5=b78a5ac8b065e79fcc88386d402dffc1","Face recognition technology has become a potent instrument for security uses, providing a distinct way to identify people by their facial characteristics. However, the security and reliability of face recognition systems are seriously threatened by the quick development of deepfake technology. The goal of this study is to determine whether facial recognition and deepfake avoidance techniques can be combined to create a more secure and dependable authentication system. This paper presents a novel approach, LPbCNN (Local Binary Pattern with Convolution Neural Network), designed to enhance security through accurate face recognition and effective deepfake detection. LPbCNN integrates the texture-based feature extraction capabilities of Local Binary Patterns (LBP) with the deep learning power of CNN. While LBP captures fine-grained local textures that are crucial for distinguishing between authentic and manipulated images, CNNs are used to learn complex facial patterns and anomalies connected to deepfakes. By combining the best features of both approaches, this hybrid model guarantees a thorough examination of facial images. Tested on a variety of real and deepfake photos, the suggested approach shows excellent face recognition accuracy and a strong capacity to identify minute manipulations common in deepfake material. The integration of LBP and CNN enhances the detection capabilities. It improves the overall security of face recognition systems, providing a scalable solution for preventing unauthorized access and misinformation in various digital environments. © 2025 Taylor & Francis Group, LLC.","Convolutional neural networks; deepfake detection; face recognition; local binary pattern"
"Rai, M.; Kour, K.P.; Sharma, A.; Mukhekar, V.S.","Rai, Manish (57213689424); Kour, Kanwalpreet (57221948261); Sharma, Abhay (60136962800); Mukhekar, Vinit Sanjay (60135797800)","57213689424; 57221948261; 60136962800; 60135797800","Deepfake Image Detection using Transfer Learning: A Comparative Analysis","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018462348&partnerID=40&md5=487eae16b7c23b6f496a6190815ab263","Rapid advancements in the field of generative adversarial network (GAN) technologies have made the detection of AI-generated facial imagery extremely crucial. In this paper, we investigate the efficacy of transfer learning in distinguishing between real and AI-generated fake facial images. We used a comprehensive data set comprising 70,000 real face images from the Flickr data set and 70,000 synthetic faces sampled from a large-scale StyleGAN-generated data set. The combined data set was preprocessed by resizing all images to 256 pixels and partitioning them into training, validation, and testing sets. We evaluated the performance of several pre-trained deep learning architectures, including a Custom Convolutional Neural Network (CNN), MesoNet, ResNet50, EfficientNetB0, and Xception, through fine-tuning on our curated dataset. The results we achieved in this experiment show the importance of the use of, we managed to achieve accuracy of 98. 57% while using the Xception model in successfully distinguishing between real and fake faces. This study highlights the effectiveness of using established convolutional architectures for robust deep-fake detection. © 2025 IEEE.","CNN; Deepfake Detection; EfficientNet; MesoNet; ResNet50; StyleGAN; Transfer Learning; XceptionNet"
"Xu, X.; Chen, J.; Zhang, Y.; Li, C.; Singh, A.K.; Lyu, Z.","Xu, Xu (58389907700); Chen, Junxin (55938853600); Zhang, Yushu (55508709300); Li, Congsheng (56030835200); Singh, Amit Kumar (55726466900); Lyu, Zhihan (55925162500)","58389907700; 55938853600; 55508709300; 56030835200; 55726466900; 55925162500","DeepFake Detection with Multi-View Fusion and Graph Convolutional Network","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018354654&partnerID=40&md5=d83dd73e0263fadd8e0f4348c8dbb925","Nowadays, massive amounts of facial images have been tampered with and then widely spread through social networks. Many studies have developed algorithms for frame-level DeepFake detection. However, they have low robustness due to their focus on tamper-independent features during training. To this end, we propose a framework, namely MIF-Net, based on multi-information fusion for robust frame-level DeepFake detection. Specifically, key landmarks and the facial area are first detected in the original frame. Then, the graph convolutional network constructs biometric information from these landmarks. Meanwhile, the facial region is processed into multi-view inputs by noise and edge enhancement algorithms. Finally, these products are encoded as high-level features and classified as real or fake. Five benchmark datasets are utilized for testing our model through within-dataset and cross-dataset validations. Extensive experiment results demonstrate that our proposed MIF-Net is robust and has advantages over peer algorithms. © 1999-2012 IEEE.","Attention Mechanism; Deep Learning; DeepFake Detection; Graph Convolutional Network; Multi-View Fusion"
"Ming, L.; He, P.; Li, H.; Wang, S.; Jiang, X.","Ming, Liyue (57209884407); He, Peisong (57075586900); Li, Haoliang (56593801800); Wang, Shiqi (55364979300); Jiang, Xinghao (13607511800)","57209884407; 57075586900; 56593801800; 55364979300; 13607511800","Critical Contour Prior-Guided Graph Learning With Pose Calibration for Identity-Aware Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017131421&partnerID=40&md5=a2f547ae16b7f52481cbb04ef318f3da","Deepfake has recently raised severe public concerns about security issues, such as creating fake news of celebrities. As countermeasures, identity-aware detection methods leverage identity information to expose forged videos by measuring identity consistency between the suspicious input and its reference samples. However, the performance of existing methods suffers from notable degradation due to undesired variations of head poses and capturing environments. In this work, we first conduct a statistical analysis to illustrate the influence of different facial regions for forensic purposes, which infers more reliable identity information is located in critical face regions. Motivated by this analysis, we propose a graph learning-based identity-aware deepfake detection framework considering critical contour prior as guidance. First, feature sampling based on contour landmarks is applied to construct the graph data as the input of our critical contour prior-guided graph attention network (CP-GAT), where a node position prediction task is constructed as auxiliary supervision to explore rich relationships between nodes. To enhance pose-invariant ability, a rotation compensation block is integrated into CP-GAT and trained using a pose-calibrated contrastive learning to extract identity features, which takes high-quality front faces as the calibration goal with a progressively updating selection. Besides, an adversarial node masking-based training strategy is proposed as feature augmentation to further enhance the reliability. During the inference stage, the similarity between identity features of the input sample and its reference samples extracted by the trained CP-GAT is used to obtain the detection result. Extensive experiments are conducted on various face forgery datasets and state-of-the-art methods are compared to verify the superiority of the proposed method in terms of detection capability and robustness. © 1999-2012 IEEE.","contrastive learning; Deepfake detection; graph learning; video forensics"
"Sheikh, M.S.; Kirtonia, U.; Arthi, N.T.; Al-Imran, M.","Sheikh, Md Sifatullah (60115393900); Kirtonia, Urmi (60115342600); Arthi, Nuzath Tabassum (60115496200); Al-Imran, Md Nazmul (35730828900)","60115393900; 60115342600; 60115496200; 35730828900","AI-Powered Deepfake Detection Using CNN and Vision Transformer Architectures","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017125372&partnerID=40&md5=ed66015203534b85394629dc5ea608c8","The increasing use of artificial intelligence-generated deepfakes creates major challenges in maintaining digital authenticity. Four AI-based models, consisting of three CNNs and one Vision Transformer, were evaluated using large face image datasets. Data preprocessing and augmentation techniques improved model performance across different scenarios. VFDNET demonstrated superior accuracy with MobileNetV3, showing efficient performance, thereby demonstrating AI's capabilities for dependable deepfake detection. © 2025 IEEE.","Deepfake Detection; DFCNET; MobileNetV3; ResNet50; VFDNET"
"Kabilan, M.; Logeswaran, S.; Kubersrinivash, S.; Alfred Daniel, J.","Kabilan, M. (59999120700); Logeswaran, S. (59999175000); Kubersrinivash, S. (59999120800); Alfred Daniel, J. William (56313790400)","59999120700; 59999175000; 59999120800; 56313790400","Advanced Temporal Analysis for Deepfake Detection using XceptionNet in Media Forensics","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016907924&partnerID=40&md5=6cd9f5dca2e846c2be309f4e731e9cff","Deepfakes videos through advanced AI models, pose a significant threat due to their deceptive realism. This paper presents a deepfake detection framework based on XceptionNet, which provides depthwise separable convolutions for fine-grained image analysis. The proposed system processes both static images and video by detecting and aligning faces, enabling consistent frame-level analysis. Furthermore, for videos, each frame is analyzed using XceptionNet, followed by temporal feature extraction through LSTM and CNN to capture subtle facial expressions and motion variations. The model was evaluated on multiple datasets, achieving strong precision, recall, and F1-scores at both frame and video levels. Results show that the XceptionNet-based approach reliably distinguishes real from manipulated content. However, limitations remain due to dataset diversity and computational complexity, highlighting directions for future research. © 2025 IEEE.","Artificial Intelligence; Deepfake Detection; Face Detection; Generative Models; Media Forensics. XceptionNet; Synthetic Media; Temporal Feature Analysis"
"Patil, S.S.; Archana, M.; Padmashree, M.; Pradeep Paul, C.","Patil, Shravani S. (59407796600); Archana, M. C.P. (59436505600); Padmashree, M. (60104476200); Pradeep Paul, C. (60104342100)","59407796600; 59436505600; 60104476200; 60104342100","AI/ML-Based Solution for Detecting Face-Swap Deepfakes","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016328694&partnerID=40&md5=a6273a8e34da8a6791ab5652dff6d012","The rapid advancement of deepfake technology, particularly in face-swap applications, poses significant challenges to the integrity of digital media and personal security. This research introduces a hybrid system using Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs) to detect deepfakes. The model combines spatial and temporal feature analysis to spot inconsistencies in manipulated media. Facial landmarks are detected using the Dlib library, while classifiers like Support Vector Machines (SVM) and Artificial Neural Networks (ANN) enhance detection accuracy. Data augmentation and bidirectional LSTM processing improve the system's robustness in real-world scenarios. By leveraging AI-driven techniques, the model offers a reliable solution to counter the growing misuse of deepfake technology, ensuring high precision and adaptability. © 2025 IEEE.","AI/ML; Artificial Neural Networks (ANN); Convolutional Neural Networks (CNNs); deepfake detection; face-swap; Recurrent Neural Networks (RNNs); Support Vector Machines (SVM)"
"Mangalampalli, S.M.; Mistry, M.J.; Pal, A.M.; Pereira, J.","Mangalampalli, Swapnil Mohan (60102733600); Mistry, Meetkumar Jitendrakumar (60102432500); Pal, Aditya Manoj (60102733700); Pereira, Janisa (60102432600)","60102733600; 60102432500; 60102733700; 60102432600","A CNN Algorithm Based DeepFake Detection System","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016180176&partnerID=40&md5=642d2bf5b7105249716999785e68fbae","DeepFake is a technology that has garnered significant attention in the modern world and is often used for unlawful and immoral practices. The consequences and aftereffects of generation and publication of deepfakes in the public domain can tamper the social image of organizations or individuals. The objective of this study is to find a solution to this upcoming societal horror which can ruin lives and stigmatize the affected individuals. This project mainly concentrated on the development of a DeepFake Detection model that leverages a custom Convolutional Neural Network (CNN) to identify facemanipulated images or video content by extracting frames from images or videos. The model achieved high accuracy in demonstration of effectiveness of custom CNN architecture in identification of subtle facial inconsistencies and performed robustly across the dataset which highlighted the capability for generalization and detection of face-manipulated content in images and videos, alike. In essence, this CNN model stands out as a comprehensive solution not only addressing and amending the challenges faced by current systems but also enables people to be alert. This research serves as a foundational step towards the development of robust and scalable solutions to effectively counter DeepFake technology. © 2025 Bharati Vidyapeeth, New Delhi.","Convolutional Neural Network; DeepFake Detection; face manipulation; frame extraction; video classification; visual features"
"Hirpara, P.; Valangar, H.; Kachhadiya, V.; Chauhan, U.","Hirpara, Priyanshu (60102538500); Valangar, Hardi (60102319300); Kachhadiya, Vishwa (60102394400); Chauhan, Uttam (56045696400)","60102538500; 60102319300; 60102394400; 56045696400","Deepfake Detection: Demodulate Synthetic Videos Using Deep Learning Models","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016137250&partnerID=40&md5=f9c5def6ff4a7b673599b77e87285431","A deepfake detection system that uses machine learning (ML) and deep learning (DL) models to detect manipulated videos and images is presented in the study. Being aware of such synthetic content is crucial considering the emergence of deepfake technology, which might alter photos, videos, and audio for malevolent objectives including fraud, extortion, and disinformation. Deepfake technology has been applied to solve various real-time problems but is also exploited for unethical and illegal purposes. As a result, developing research and detection models is crucial to prevent its misuse. We proposed a CNN-LSTM hybrid model for analysis of cropped images to improve the performance of fake video detection. The suggested method focuses on identifying fake videos using the Celeb-DF dataset, which consists of 1203 videos (795 fake, 408 real). Moreover, the benefits and drawbacks of the various deepfake detection techniques are examined. The paper indicates potential improvements in model accuracy through more datasets and improved architectures, and it emphasizes the significance of sophisticated detection techniques to mitigate the negative consequences of deepfakes. With cropped video frames and deep learning techniques, the model's accuracy increased from 79.06% with the original dataset to 86.82% with cropped videos. © 2025 Bharati Vidyapeeth, New Delhi.","Artificial Intelligence; CNN-LSTM; Deep Learning; Deepfake Detection; Face Manipulation"
"Khaled, R.; Moftah, H.M.; Alsheref, F.K.; Assiri, A.S.; Rahouma, K.H.; Kayed, M.","Khaled, Radwa (60096973400); Moftah, Hossam M. (36960052100); Alsheref, Fahad Kamal (57200692346); Assiri, Adel Saad (57219336907); Rahouma, Kamel Hussein (6506262926); Kayed, Mohammed (14422375000)","60096973400; 36960052100; 57200692346; 57219336907; 6506262926; 14422375000","Boosting Deepfake Detection Accuracy with Unsharp Masking and EfficientNet Models","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015828219&partnerID=40&md5=ea4a893b7dac82259fd737bf0bbd649f","The rapid progress of deepfake technology, fueled by generative adversarial networks (GANs), has increased the challenge of verifying the authenticity of digital media. This study suggests a more powerful deepfake detection framework based on the EfficientNet convolutional neural network family, coupled with an unsharp masking preprocessing method to highlight manipulation artifacts. Based on a big, diverse dataset of over 5000 video samples, the model was trained and tested on several variants of EfficientNets (B0–B4). The results indicate that the integration of unsharp masking significantly improves the model's ability to detect minor irregularities in facial regions, with its best validation accuracy at 97.77% with EfficientNetB4. The method strikes a balance between computational cost and detection accuracy, rendering it applicable to real-world use cases, such as forensic examination and digital content authentication. The stability of the framework across different datasets and manipulation methods highlights its value as a scalable solution for curbing disinformation and protecting media integrity. © 2025 (IJACSA) International Journal of Advanced Computer Science and Applications.","artificial intelligence; computer vision; convolutional neural networks (CNNs); Deepfake detection; efficientnet; facial manipulation detection; unsharp masking"
"Sheelavantmath, K.K.; Isloor, V.; Sheetal, B.; Bhuvisha, N.; Sandesh, B.J.","Sheelavantmath, Khushi Kiran (60098002600); Isloor, Vaibhav (60097910400); Sheetal, B. V. (58069100200); Bhuvisha, N. (60097910500); Sandesh, Balasaraswati J. (57194794854)","60098002600; 60097910400; 58069100200; 60097910500; 57194794854","Localization of Deepfake Facial Images Through U-NET Architecture","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015790368&partnerID=40&md5=b96159862bbae2c9f51061dfa8a23492","Traditional deep fake detection methods predominantly rely on binary classification, categorizing images as either real or fake, which often limits their transparency and interpretability for real-world applications. To address this, we propose a novel approach that integrates Histogram of Oriented Gradients (HOG) features into a U-Net architecture, enabling the capture of both fine-grained texture patterns and high-level contextual information in deep fake regions. For enhanced interpretability, Class Activation Maps (CAM) are transformed into the HSV color space, facilitating intuitive color-based analysis. Contour detection is then employed to localize manipulated regions, and bounding boxes are generated using Dlib to precisely identify these features. By iterating through 68 facial landmarks, textual descriptions are generated to highlight alterations in facial features, providing a detailed understanding of the modifications. To further quantify the extent of manipulation, the resulting feature map undergoes a quantitative assessment by calculating the percentage of contour-detected areas. This method offers a comprehensive framework for identifying and analyzing subtle differences between genuine and modified images, advancing the transparency and accuracy of deep fake detection. ©2025 IEEE.","Class Activation Maps (CAM); Contour Detection; Deepfake Detection; Dlib; Facial Landmark Analysis; Histogram of Oriented Gradients (HOG); HSV Color Space; U-Net Architecture"
"Gottumukkala, K.P.; Manasa, S.; Chakravarthy, K.; Ramakrishna, K.","Gottumukkala, Krishna Prasanna (60092693900); Manasa, Sirikonda (60092679700); Chakravarthy, Komal (60092710400); Ramakrishna, Kolikipogu (60092664000)","60092693900; 60092679700; 60092710400; 60092664000","Deepfake Face Detection Using Deep Convolutional Neural Networks: A Comparative Study","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015669370&partnerID=40&md5=7f0d97156e53b3123b23c724b7c91d51","Concerns over the possible abuse of altered photos have grown significantly as a result of the deepfake technology's quick development. In order to detect deepfake images, this research paper introduces a new and enhanced Deep Convolutional Neural Network (D-CNN) architecture which offers decent accuracy and great generalizability. Observing the issue's seriousness and depth, the study is conducted on different models for deepfake image detection including D-CNN such as DenseNet, Customized CNN, and Mesonet of CNN architectures on a sizable dataset that included both real and deep fake images from seven different sources. This research paper provides a thorough study and examination of various existing CNN-based methods for detecting deepfake images, highlighting their advantages and potential limitations. The solid foundation for detecting deepfake image content is then outlined in the D-CNN-based architecture, which is being exposed. The D-CNN architecture highlights the remarkable accuracy of 92% in recognizing deepfake images, and its potential to mitigate the threat posed by deepfake technologies. While densenet yields an accuracy of 80%, and the mesonet yields 67%. This work not only makes progress in the field of deepfake detection, but also highlights how crucial it is to keep up research to stop deepfake technology from spreading to other sectors of the economy, such as cybersecurity, media, and law enforcement. © 2025 Scrivener Publishing LLC.","Convolutional neural network; Deep CNN; Deepfake detection"
"Palanisamy, D.; Anila, S.","Palanisamy, Devi (59293923000); Anila, S. (35809859000)","59293923000; 35809859000","Multimodal Transformer-Based Framework for Generalized Video Face Anti-Spoofing in Dynamic Environments","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013651123&partnerID=40&md5=e7d09bc175a1bfba26f3ae1304013e5d","Face authentication methods are increasingly prone to sophisticated spoofing techniques, such as deepfakes and multi-modal forgeries, that are dangerous for applications with important security implications. Standard anti-spoofing techniques, though effective under pre-conditioned conditions, are not applicable to various real-world situations as they only take good-quality data and have weak temporal modeling capabilities. This paper presents a new multimodal approach using transformers for high quality temporal feature extraction and deformable convolutions for precise spatial analysis. The platform uses a fully integrated fusion method to incorporate RGB, depth, and binary masking to improve detection performance for different attacks and environments. Many experiments using benchmark datasets such as CelebA-Spoof, Replay-Attack and CASIA-FASD demonstrate the power of the framework, with an average accuracy of 99.1% and remarkably low HTER values. Cross-dataset testing validates its generalisability with very little performance loss on unseen data. The new approach substantially advances current practice by solving fundamental shortcomings of existing solutions including inflexibility in real-time environments and computational overhead. Its scale and real-time features make it ideal for use in IoT, banking and surveillance. This work provides a solid basis for safe and secure face authentication despite changing spoofing methods. © The Author(s) under exclusive licence to The Korean Institute of Electrical Engineers 2025.","Biometric security; Cross-domain generalization; Deepfake detection; Deformable convolutions; Face anti-spoofing; Multimodal integration; Vision transformers"
"Son, S.; Kim, W.","Son, Sangho (58169374800); Kim, Wooju (60005989100)","58169374800; 60005989100","Advancing Generalization in Deepfake Detection: Supervised Contrastive Representation Learning With Dual Stream Spatio-Temporal Features","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013360703&partnerID=40&md5=3192e6380b0b59d7b0828eefc68e7e8b","Deepfake technologies have rapidly evolved, enabling highly realistic facial manipulations that are increasingly difficult to detect. However, existing detection models remain limited in their ability to generalize beyond the manipulation techniques used during training. As deepfake generation methods continue to diversify, enhancing generalization has become critical for deployment in real-world scenarios. To address this challenge, this paper proposes a robust and generalizable deepfake detection framework based on supervised contrastive learning. Rather than overfitting to generation-specific artifacts, the proposed method learns discriminative representations by integrating domain- and similarity-aware contrastive loss with distributional regularization. The framework adopts a dual-stream architecture consisting of a 3D CNN (I3D with Non-Local Blocks) to capture temporal dynamics and a 2D CNN (ResNet) for spatial features. The extracted features are fused and passed to a support vector machine (SVM) classifier to refine decision boundaries. Extensive experiments on FaceForensics++, Celeb-DF, and DFDC datasets demonstrate that the proposed model achieves superior generalization performance across diverse and unseen deepfake generation techniques, outperforming existing methods in cross-dataset settings. Additionally, explainability analyses validate the model's focus on meaningful facial regions. Appendix experiments also highlight its potential for efficient deployment with minimal performance loss. © IEEE. 2013 IEEE.","Attention mechanisms; contrastive learning; cross-dataset evaluation; deepfake; deepfake detection; explainable artificial intelligence; feature extraction; generalization"
"Hriez, S.","Hriez, Safaa (57207038446)","57207038446","Face Swap Detection: A Systematic Literature Review","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013297614&partnerID=40&md5=ddfb27b2bea32c479e464f0cda4112ab","Face swap technology, often associated with deepfakes, has rapidly advanced in recent years, raising serious concerns around misinformation, digital impersonation, and privacy. As a result, the development of reliable face swap detection methods has become a critical area of research. This survey provides a comprehensive review of existing approaches to face swap detection, addressing key research questions such as commonly used datasets, evaluation metrics, comparative model performance, and persistent challenges in the field. It includes a detailed taxonomy of detection methods, categorizing approaches into spatial, temporal, and spatiotemporal techniques. The survey further examines cross-dataset generalization performance to assess how well models adapt to domain shifts between training and testing data. Recent innovative directions are explored, covering adversarial defense strategies, explainability techniques, lightweight models for edge deployment, and privacy-preserving training. Additionally, best practices for building and releasing face swap detection tools are discussed to promote ethical, robust, and practical implementations. Finally, the paper outlines future research directions aimed at advancing model robustness, generalization, and compliance with legal and ethical standards. The discussions provide valuable insights that help researchers and practitioners gain a clear understanding of the face swap detection field, supporting and guiding their future research efforts. © 2025 The Authors.","adversarial attacks; deepfake detection; deepfake evaluation metrics; digital forensics; Face swap detection"
"Sharma, V.K.; Rawat, S.","Sharma, Vishal Kumar (57199918726); Rawat, Seema (56521132600)","57199918726; 56521132600","Enhancing Deepfake Detection Through Dynamics of Facial Expressions","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013073675&partnerID=40&md5=30de418a8e7de90a2320f9a0c5812b6a","The rapid evolution of deepfake technology poses significant threats to digital security, media integrity, and public trust, necessitating the development of robust detection frame-works. Traditional deepfake detection methods primarily rely on pixel inconsistencies, frequency-domain analysis, or handcrafted features, but these approaches are increasingly vulnerable to advanced generative models that produce high-fidelity manipulations. In this study, we introduce MADDM, a Masked Autoencoder-based deepfake detection model that leverages facial expression dynamics to identify inconsistencies in muscle coordination - an aspect that remains challenging for deepfake generators to replicate accurately. Our model is trained in a self-supervised manner, first learning natural facial expressions from real datasets and then detecting anomalies in synthetic videos by reconstructing masked facial regions. Evaluations on Celeb-DF, DFDC, and FaceForensics++ datasets demonstrate that MADDM significantly outperforms existing detection methods, achieving an average accuracy of 81.1%, with state-of-the-art performance on Celeb-DF (86.3%). Further analysis through intra-dataset and cross-dataset testing confirms the model's superior generalization capabilities. The results highlight the potential of expression-based deepfake detection as a powerful and scalable solution for digital forensics and misinformation control. Future research should explore real-time implementation, transformer-based optimizations, and adversarial training strategies to enhance detection efficiency against evolving deepfake techniques. © 2025 IEEE.","convolutional neural network; deepfake detection; facial expressions analysis; masked auto encoders; spatio temporal"
"Fu, X.; Fu, B.; Chen, S.; Yao, T.; Wang, Y.; Ding, S.; Liang, X.; Li, X.","Fu, Xinghe (57549209900); Fu, Benzun (60039282000); Chen, Shen (57216252886); Yao, Taiping (57219787394); Wang, Yiting (58903541400); Ding, Shouhong (55445925600); Liang, Xiubo (29068042800); Li, X. (55718109600)","57549209900; 60039282000; 57216252886; 57219787394; 58903541400; 55445925600; 29068042800; 55718109600","Faces Blind Your Eyes: Unveiling the Content-Irrelevant Synthetic Artifacts for Deepfake Detection","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013049961&partnerID=40&md5=06541f38146a59a721c2aa22587223f2","Data synthesis methods have shown promising results in general deepfake detection tasks. This is attributed to the inherent blending process in deepfake creation, which leaves behind distinct synthetic artifacts. However, the existence of content-irrelevant artifacts has not been explicitly explored in the deepfake synthesis. Unveiling content-irrelevant synthetic artifacts helps uncover general deepfake features and enhances the generalization capability of detection models. To capture the content-irrelevant synthetic artifacts, we propose a learning framework incorporating a synthesis process for diverse contents and specially designed learning strategies that encourage using content-irrelevant forgery information across deepfake images. From the data perspective, we disentangle the blending operation from face data and propose a universal synthetic module that generates images from various classes with common synthetic artifacts. From the learning perspective, a domain-adaptive learning head is introduced to filter out forgery-irrelevant features and optimize the decision on deepfake face detection. To efficiently learn the content-irrelevant artifacts for detection with a large sampling space, we propose a batch-wise sample selection strategy that actively mines the hard samples based on their effect on the adaptive decision boundary. Extensive cross-dataset experiments show that our method achieves state-of-the-art performance in general deepfake detection. © 1992-2012 IEEE.","adversarial learning; data synthesis; Deepfake detection; self-supervised learning"
"Ambreen, I.; Aatif, M.; Jalil, Z.; Iqbal, F.; Marrington, A.","Ambreen, Iqra (60030551600); Aatif, Muhammad (57226407082); Jalil, Zunera (26321662600); Iqbal, Farkhund (35788088300); Marrington, Andrew (13410675800)","60030551600; 57226407082; 26321662600; 35788088300; 13410675800","PViT: A Hybrid Model for Deepfake Face Detection using Patch Vision Transformers and Deep Learning","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012575167&partnerID=40&md5=c2f4a5cb14272d4c8bdf4b16df1389a3","The proliferation of AI-generated deepfakes, particularly facial image forgeries, poses a significant threat to digital security by facilitating misinformation, identity theft, and privacy breaches. Traditional detection approaches, primarily based on Convolutional Neural Networks (CNNs), often exhibit limited effectiveness when confronted with highly refined or subtle manipulations, leading to compromised detection performance. To address this challenge, this study explores the application of Vision Transformers (ViTs), which leverage self-attention mechanisms to capture fine-grained inconsistencies in visual patterns. This research proposed a hybrid deepfake detection model that integrates patch-oriented ViTs with CNN architectures to improve discriminative feature extraction. Experimental evaluation on benchmark datasets demonstrates that the proposed model achieved a detection accuracy 99%, precision 99%, recall 99%, F1-Score 99% on a validation set comprising 76,161 facial images, outperforming conventional CNN-based methods. These results highlight the potential of transformer-based architectures in advancing the robustness and reliability of deepfake detection systems, thereby contributing to the protection of digital authenticity and information integrity. © 2025 IEEE.","CNN; Deep Learning; Deepfake Detection; Generative Adversarial Networks (GANs); Image Manipulation; Patches; Vision Transformer (ViT)"
"Li, T.; Su, S.","Li, Tianze (60029203400); Su, Sen (7402030114)","60029203400; 7402030114","MICD: Deepfake Detection with Masked Identity Consistency Detector","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012493887&partnerID=40&md5=f450fa6d6c7dc9a256a7d0bac85fb8db","Recent advances in deepfake technology have raised significant concerns regarding identity manipulation, driving rapid progress in detection methods. While traditional low-level feature-based detection methods struggle with robustness in real-world scenarios, high-level feature-based methods offer improved robustness. However, they are prone to overfitting, limiting their performance on unseen datasets. To address these challenges, we propose the Masked Identity Consistency Detector (MICD), a novel framework that detects forgeries by leveraging the consistency between internal and external identity. We introduce an adaptive masking strategy to optimize the model’s receptive field based on the attention map, enhancing generalization while decoupling internal and external identity features. Additionally, we propose two specialized loss functions: Inconsistency loss, which amplifies the difference between internal and external identity features, and Redundancy loss, which minimizes redundant information during feature fusion. Experimental results show that MICD achieves superior performance compared to state-of-the-art methods on commonly used datasets, demonstrating its effectiveness in both in-dataset and cross-dataset scenarios. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","Deepfake Detection; Face Forgery Detection"
"Farooq, M.U.; Khan, A.; Haq, I.U.; Malik, K.M.","Farooq, Muhammad Umar (59487763400); Khan, Awais (57215962847); Haq, Ijaz Ul (57203240064); Malik, Khalid Mahmood (57200448301)","59487763400; 57215962847; 57203240064; 57200448301","Generalized Deepfake Detection Using Identity, Behavioral, and Geometric Signatures","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012468218&partnerID=40&md5=b1a6507bb44db8e1383be294dc858a60","Trust in online media is increasingly compromised by deepfake multimedia, which undermines the authenticity of shared content. Existing detection techniques often perform well only on specific types of deepfakes, limiting their generalization ability and making them vulnerable in real-world applications. To address this, we propose a novel deepfake detection framework featuring an effective feature descriptor that integrates deep identity, behavioral, and geometric (DBaG) signatures, along with a classifier named DBaGNet. The DBaGNet classifier utilizes the extracted DBaG signatures and applies a triplet loss objective to enhance generalized representation learning for improved classification. These comprehensive DBaG signatures capture both facial geometry inconsistencies and behavioral cues, improving the detection of diverse deepfake types and enhancing generalization. We evaluate our approach using six benchmark deepfake datasets: WLDR, CelebDF, DFDC, FaceForensics++, DFD, and NVFAIR. Cross-dataset evaluations demonstrate significant performance gains over several state-of-the-art methods. © 2014 IEEE.","Behavioral biometrics; DBaG; deepfake detection; face forgery detection; multimedia forensics"
